Nivel;pregunta;alternativa 1;alternativa 2;alternativa 3;respuesta;audio pregunta;imagen;;;;;;;;
30;cama;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra cama es grave, ya que su sílaba tónica es ""ca""";;;;;;;
30;océano;aguda;grave;esdrújula;esdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra océano es esdrújula, ya que su sílaba tónica es ""ce""";;;;;;;
30;apio;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra apio es grave, ya que su sílaba tónica es ""a""";;;;;;;
30;ave;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra ave es grave, ya que su sílaba tónica es ""a""";;;;;;;
30;pídeselo;grave;esdrújula;sobresdrújula;sobresdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra pídeselo es sobresdrújula, ya que su sílaba tónica es ""pi""";;;;;;;
30;queso;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra queso es grave, ya que su sílaba tónica es ""que""";;;;;;;
30;cometa;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra cometa es grave, ya que su sílaba tónica es ""me""";;;;;;;
30;cocinar;aguda;grave;esdrújula;aguda;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra cocinar es aguda, ya que su sílaba tónica es ""nar""";;;;;;;
30;águila;aguda;grave;esdrújula;esdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra águila es esdrújula, ya que su sílaba tónica es ""a""";;;;;;;
30;pájaro;aguda;grave;esdrújula;esdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra pájaro es esdrújula, ya que su sílaba tónica es ""pa""";;;;;;;
30;hipopótamo;aguda;grave;esdrújula;esdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra hipopótamo es esdrújula, ya que su sílaba tónica es ""po""";;;;;;;
30;matemática;aguda;grave;esdrújula;esdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra matemática es esdrújula, ya que su sílaba tónica es ""ma""";;;;;;;
30;cuéntaselo;grave;esdrújula;sobresdrújula;sobresdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra cuéntaselo es sobresdrújula, ya que su sílaba tónica es ""cuen""";;;;;;;
30;llévatelo;grave;esdrújula;sobresdrújula;sobresdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra llévatelo es sobresdrújula, ya que su sílaba tónica es ""lle""";;;;;;;
30;corazón;aguda;grave;esdrújula;aguda;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra corazón es aguda, ya que su sílaba tónica es ""zon""";;;;;;;
30;históricamente;grave;esdrújula;sobresdrújula;sobresdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra históricamente es sobresdrújula, ya que su sílaba tónica es ""to""";;;;;;;
30;ágilmente;grave;esdrújula;sobresdrújula;sobresdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra ágilmente es sobresdrújula, ya que su sílaba tónica es ""a""";;;;;;;
30;África;aguda;grave;esdrújula;esdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra África es esdrújula, ya que su sílaba tónica es ""a""";;;;;;;
30;sartén;aguda;grave;esdrújula;aguda;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra sartén es aguda, ya que su sílaba tónica es ""ten""";;;;;;;
30;oruga;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra oruga es grave, ya que su sílaba tónica es ""ru""";;;;;;;
30;esdrújula;aguda;grave;esdrújula;esdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra esdrújula es esdrújula, ya que su sílaba tónica es ""dru""";;;;;;;
30;ventana;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra ventana es grave, ya que su sílaba tónica es ""ta""";;;;;;;
30;taza;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra taza es grave, ya que su sílaba tónica es ""ta""";;;;;;;
30;película;aguda;grave;esdrújula;esdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra película es esdrújula, ya que su sílaba tónica es ""li""";;;;;;;
30;simpática;aguda;grave;esdrújula;esdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra simpática es esdrújula, ya que su sílaba tónica es ""pa""";;;;;;;
30;bromista;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra bromista es grave, ya que su sílaba tónica es ""mis""";;;;;;;
30;camión;aguda;grave;esdrújula;aguda;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra camión es aguda, ya que su sílaba tónica es ""mion""";;;;;;;
30;museo;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra museo es grave, ya que su sílaba tónica es ""se""";;;;;;;
30;público;aguda;grave;esdrújula;esdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra público es esdrújula, ya que su sílaba tónica es ""pu""";;;;;;;
30;panadería;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra panadería es grave, ya que su sílaba tónica es ""ri""";;;;;;;
30;volantín;aguda;grave;esdrújula;aguda;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra volantín es aguda, ya que su sílaba tónica es ""tin""";;;;;;;
30;maravilloso;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra maravilloso es grave, ya que su sílaba tónica es ""llo""";;;;;;;
30;jardinero;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra jardinero es grave, ya que su sílaba tónica es ""ne""";;;;;;;
30;cuéntale;aguda;grave;esdrújula;esdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra cuéntale es esdrújula, ya que su sílaba tónica es ""cuen""";;;;;;;
30;estacionar;aguda;grave;esdrújula;aguda;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra estacionar es aguda, ya que su sílaba tónica es ""nar""";;;;;;;
30;helicóptero;aguda;grave;esdrújula;esdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra helicoptero es esdrújula, ya que su sílaba tónica es ""cop""";;;;;;;
30;arroz;aguda;grave;esdrújula;aguda;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra arroz es aguda, ya que su sílaba tónica es ""rroz""";;;;;;;
30;hormiga;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra hormiga es grave, ya que su sílaba tónica es ""mi""";;;;;;;
30;helado;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra helado es grave, ya que su sílaba tónica es ""la""";;;;;;;
30;teléfono;aguda;grave;esdrújula;esdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra teléfono es esdrújula, ya que su sílaba tónica es ""le""";;;;;;;
30;buscador;aguda;grave;esdrújula;aguda;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra buscador es aguda, ya que su sílaba tónica es ""dor""";;;;;;;
30;príncipe;aguda;grave;esdrújula;esdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra príncipe es esdrújula, ya que su sílaba tónica es ""prin""";;;;;;;
30;doméstico;aguda;grave;esdrújula;esdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra doméstico es esdrújula, ya que su sílaba tónica es ""mes""";;;;;;;
30;antena;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra antena es grave, ya que su sílaba tónica es ""te""";;;;;;;
30;conejo;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra conejo es grave, ya que su sílaba tónica es ""ne""";;;;;;;
30;yegua;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra yegua es grave, ya que su sílaba tónica es ""ye""";;;;;;;
30;león;aguda;grave;esdrújula;aguda;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra león es aguda, ya que su sílaba tónica es ""on""";;;;;;;
30;tiburón;aguda;grave;esdrújula;aguda;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra tiburón es aguda, ya que su sílaba tónica es ""ron""";;;;;;;
30;escribir;aguda;grave;esdrújula;aguda;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra escribir es aguda, ya que su sílaba tónica es ""bir""";;;;;;;
30;papel;aguda;grave;esdrújula;aguda;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra paple es aguda, ya que su sílaba tónica es ""pel""";;;;;;;
30;naturaleza;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra naturaleza es grave, ya que su sílaba tónica es ""le""";;;;;;;
30;almendra;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra almendra es grave, ya que su sílaba tónica es ""men""";;;;;;;
30;metros;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra metros es grave, ya que su sílaba tónica es ""me""";;;;;;;
30;ábreme;aguda;grave;esdrújula;esdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra ábreme es esdrújula, ya que su sílaba tónica es ""a""";;;;;;;
30;agítalo;aguda;grave;esdrújula;esdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra agítalo es esdrújula, ya que su sílaba tónica es ""gi""";;;;;;;
30;flores;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra flores es grave, ya que su sílaba tónica es ""flo""";;;;;;;
30;cortar;aguda;grave;esdrújula;aguda;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra olla eortars aguda, ya que su sílaba tónica es ""tar""";;;;;;;
30;regalar;aguda;grave;esdrújula;aguda;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra regalar es aguda, ya que su sílaba tónica es ""lar""";;;;;;;
30;ojalá;aguda;grave;esdrújula;aguda;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra ojalá es aguda, ya que su sílaba tónica es ""la""";;;;;;;
30;brócoli;aguda;grave;esdrújula;esdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra brócoli es esdrújula, ya que su sílaba tónica es ""bro""";;;;;;;
30;huérfano;aguda;grave;esdrújula;esdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra huérfano es esdrújula, ya que su sílaba tónica es ""huer""";;;;;;;
30;mamá;aguda;grave;esdrújula;aguda;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra mamá es aguda, ya que su sílaba tónica es ""ma""";;;;;;;
30;mano;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra mano es grave, ya que su sílaba tónica es ""ma""";;;;;;;
30;fenómeno;aguda;grave;esdrújula;esdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra fenómeno es esdrújula, ya que su sílaba tónica es ""no""";;;;;;;
30;relámpago;aguda;grave;esdrújula;esdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra relámpago es q2grave, ya que su sílaba tónica es ""o""";;;;;;;
30;verano;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra verano es grave, ya que su sílaba tónica es ""ra""";;;;;;;
30;Perú;aguda;grave;esdrújula;aguda;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra Perú es aguda, ya que su sílaba tónica es ""ru""";;;;;;;
30;México;aguda;grave;esdrújula;esdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra México es esdrújula, ya que su sílaba tónica es ""me""";;;;;;;
30;brazo;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra brazo es grave, ya que su sílaba tónica es ""bra""";;;;;;;
30;blusa;aguda;grave;esdrújula;grave;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra blusa es grave, ya que su sílaba tónica es ""blu""";;;;;;;
30;bálsamo;aguda;grave;esdrújula;esdrújula;Lee la palabra; identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;"La palabra bálsamo es esdrújula, ya que su sílaba tónica es ""bal""";;;;;;;
31;El ______ que tienes en tu mano era de nuestra abuela.;anillo;aníllo;;anillo;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;Lucas; tu perro ha destrozado el ______ blanco.;cojín;cójin;;cojín;¿Cómo se escribe correctamente la palabra que falta en la oración?;Lucas; tu perro ha destrozado el cojín blanco;;;;;;
31;El pintor traslada la ______ de un lugar a otro.;escalera;escaléra;;escalera;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;Mi ______ favorita es la roja que me regalaste.;pelota;pelóta;;pelota;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;Nos encanta comer ______ los días de lluvia.;sopaipilla;sopáipilla;;sopaipilla;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;Ese ______ enjaulado se ve algo furioso.;tucán;túcan;;tucán;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;Cuando Eliana toca el ______ me siento en las nubes.;violín;víolin;;violín;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;El mar está cristalino como el ______.;cielo;ciélo;;cielo;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;Durante la excursión vimos a un ______ caminando cerca de nosotros.;león;léon;;león;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;El ______ día de clases siempre es en el mes de Diciembre.;último;ultimo;;último;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;Quisiera comprar un ramo de rosas para regalr a mi ______.;mamá;mama;;mamá;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;Este es el ______ que bota frutos deliciosos.;árbol;arból;;árbol;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;A través del telescopio vimos ______ y estrellas maravillosas.;planetas;planétas;;planetas;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;Los ciervos huyen rápido cuando se acercan los ______.;tigres;tígres;;tigres;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;Sobre la ______ quedó la panera y la mermelada. ;mesa;mésa;;mesa;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;Siempre es ______ tener lápiz y papel cerca.;útil;utíl;;útil;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;Este fin de semana visitamos el ______ donde nació mi abuelo.;pueblo;puéblo;;pueblo;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;Debemos preparar los panqueques en el ______ de mango rojo.;sartén;sárten;;sartén;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;Me gusta cuando revisamos los ejecicios en el ______.;pizarrón;pizarron;;pizarrón;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;Cuando escucho a los elefantes; imagino una orquesta de ______.;trompetas;trompétas;;trompetas;¿Cómo se escribe correctamente la palabra que falta en la oración?;Cuando escucho a los elefantes; imagino una orquesta de trompetas;;;;;;
31;Las uvas de tu ______ son las más deliciosas que he probado.;parrón;párron;;parrón;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;El ______ celebraremos el cumpleaños de Tita.;sábado;sabádo;;sábado;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;______; Jacinta y Raúl son mis mejores amigos.;Tomás;Tomas;;Tomás;¿Cómo se escribe correctamente la palabra que falta en la oración?;Tomás; Jacinta y Raúl son mis mejores amigos;;;;;;
31;En la playa corrió tanto ______ que mi sombrero se voló.;viento;viénto;;viento;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;El prinicpal ______ de la Región Metropolitana es el Mapocho.;río;rio;;río;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;Tu ______ es tan regalón como tu gato. ;perro;pérro;;perro;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;El pan con ______ no lo cambio por nada del mundo.;mantequilla;mantequílla;;mantequilla;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;En el establo hay una ______ quebrada; es necesario repararla.;tabla;tábla;;tabla;¿Cómo se escribe correctamente la palabra que falta en la oración?;En el establo hay una tabla quebrada; es necesario repararla;;;;;;
31;En el campo desayuné tomando leche de ______.;vaca;váca;;vaca;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;Durante las ______ extrañé bastante a mis compañeros.;vacaciones;vacaciónes;;vacaciones;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;Los árboles más lindos son los que tienen tronco ______.;viejo;viéjo;;viejo;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;Tomemos ______ con la torta que trajiste de Curicó.;once;ónce;;once;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;Para la obra de teatro del próximo mes; tu cumplirás el rol ______. ;protogonista;protagonísta;;protogonista;¿Cómo se escribe correctamente la palabra que falta en la oración?;Para la obra de teatro del próximo mes; tu cumplirás el rol protagonista;;;;;;
31;El ______ es un aminal que puede caminar hasta 14 km. sin parar.;jabalí;jábali;;jabalí;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
31;El color azul y el color ______ son mis favoritos.;amarillo;amaríllo;;amarillo;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
32;Escribe la oración dictada.;;;;José se abriga con la bufanda.;José se abriga con la bufanda.;;;;;;;;;
32;Escribe la oración dictada.;;;;Él se dirige a la biblioteca. ;Él se dirige a la biblioteca. ;;;;;;;;;
32;Escribe la oración dictada.;;;;José se encuentra con su abuela. ;José se encuentra con su abuela. ;;;;;;;;;
32;Escribe la oración dictada.;;;;Le da un beso en la mejilla.;Le da un beso en la mejilla.;;;;;;;;;
32;Escribe la oración dictada.;;;;El bombero toca la bocina.;El bombero toca la bocina.;;;;;;;;;
32;Escribe la oración dictada.;;;;La bandera se mueve con el viento.;La bandera se mueve con el viento.;;;;;;;;;
32;Escribe la oración dictada.;;;;El papá de José le compra un globo. ;El papá de José le compra un globo. ;;;;;;;;;
32;Escribe la oración dictada.;;;;Al mirar al cielo las nubes se ven grises. ;Al mirar al cielo las nubes se ven grises. ;;;;;;;;;
32;Escribe la oración dictada.;;;;El paraguas me protege de la lluvia.;El paraguas me protege de la lluvia.;;;;;;;;;
32;Escribe la oración dictada.;;;;José camina por la vereda.;José camina por la vereda.;;;;;;;;;
32;Escribe la oración dictada.;;;;Pronto llegará la primavera. ;Pronto llegará la primavera. ;;;;;;;;;
32;Escribe la oración dictada.;;;;El vecino de José saluda muy cordial. ;El vecino de José saluda muy cordial. ;;;;;;;;;
32;Escribe la oración dictada.;;;;MI abuela me ve por la ventana. ;MI abuela me ve por la ventana. ;;;;;;;;;
32;Escribe la oración dictada.;;;;El viernes iré a la biblioteca. ;El viernes iré a la biblioteca. ;;;;;;;;;
32;Escribe la oración dictada.;;;;En las vacaciones de invierno siempre llueve. ;En las vacaciones de invierno siempre llueve. ;;;;;;;;;
32;Escribe la oración dictada.;;;;José soñaba con visitar Buenos Aires.;José soñaba con visitar Buenos Aires.;;;;;;;;;
32;Escribe la oración dictada.;;;;La mamá de José cantaba en las mañanas.;La mamá de José cantaba en las mañanas.;;;;;;;;;
32;Escribe la oración dictada.;;;;La paloma volaba cerca de la casa. ;La paloma volaba cerca de la casa. ;;;;;;;;;
32;Escribe la oración dictada.;;;;Cuando José corría; su perrito saltaba. ;Cuando José corría;;Cuando José corría; su perrito saltaba. ;;;;;
32;Escribe la oración dictada.;;;;A ella le gustaba cuando caminaban por la playa. ;A ella le gustaba cuando caminaban por la playa. ;;;;;;;;;
32;Escribe la oración dictada.;;;;Después de almorzar me gustaba dormir. ;Después de almorzar me gustaba dormir. ;;;;;;;;;
32;Escribe la oración dictada.;;;;Ella señalaba el libro que quiso comprar. ;Ella señalaba el libro que quiso comprar. ;;;;;;;;;
32;Escribe la oración dictada.;;;;Cuando miraba las estrellas formaba figuras. ;Cuando miraba las estrellas formaba figuras. ;;;;;;;;;
32;Escribe la oración dictada.;;;;La profesora pensaba mientras tomaba desayuno.;La profesora pensaba mientras tomaba desayuno.;;;;;;;;;
32;Escribe la oración dictada.;;;;Martín tocaba la guitarra en la plaza.;Martín tocaba la guitarra en la plaza.;;;;;;;;;
32;Escribe la oración dictada.;;;;La mamá de José plantaba girasoles en el jardín. ;La mamá de José plantaba girasoles en el jardín. ;;;;;;;;;
32;Escribe la oración dictada.;;;;Su papá diseñaba maquetas para su trabajo. ;Su papá diseñaba maquetas para su trabajo. ;;;;;;;;;
32;Escribe la oración dictada.;;;;José estudiaba por las tardes. ;José estudiaba por las tardes. ;;;;;;;;;
32;Escribe la oración dictada.;;;;La mamá de Josefa compraba frutas en el supermercado. ;La mamá de Josefa compraba frutas en el supermercado. ;;;;;;;;;
32;Escribe la oración dictada.;;;;Camila peinaba a su muñeca favorita;Camila peinaba a su muñeca favorita;;;;;;;;;
32;Escribe la oración dictada.;;;;Camila compró una alfombra  muy linda.;Camila compró una alfombra  muy linda.;;;;;;;;;
32;Escribe la oración dictada.;;;;En el hospital hay muchas ambulancias.;En el hospital hay muchas ambulancias.;;;;;;;;;
32;Escribe la oración dictada.;;;;Arturo ayudó en la colecta de los bomberos.;Arturo ayudó en la colecta de los bomberos.;;;;;;;;;
32;Escribe la oración dictada.;;;;En mi escuela hicimos una convivencia  para celebrar las fiestas patrias.;En mi escuela hicimos una convivencia  para celebrar las fiestas patrias.;;;;;;;;;
32;Escribe la oración dictada.;;;;Alexis envió un correo electrónico a su tía que vive en Temuco.;Alexis envió un correo electrónico a su tía que vive en Temuco.;;;;;;;;;
32;Escribe la oración dictada.;;;;Los envases de plástico y vidrio se pueden reciclar. ;Los envases de plástico y vidrio se pueden reciclar. ;;;;;;;;;
32;Escribe la oración dictada.;;;;Hay que utilizar ampolletas que ahorren energía.;Hay que utilizar ampolletas que ahorren energía.;;;;;;;;;
32;Escribe la oración dictada.;;;;Antonia fue de vacaciones al campo.;Antonia fue de vacaciones al campo.;;;;;;;;;
32;Escribe la oración dictada.;;;;La iglesia tiene una inmensa campana. ;La iglesia tiene una inmensa campana. ;;;;;;;;;
32;Escribe la oración dictada.;;;;Me gusto conversar con mi papá. ;Me gusto conversar con mi papá. ;;;;;;;;;
32;Escribe la oración dictada.;;;;Ahora me tomaría un helado de chocolate. ;Ahora me tomaría un helado de chocolate. ;;;;;;;;;
32;Escribe la oración dictada.;;;;Necesitamos harina para los panqueques. ;Necesitamos harina para los panqueques. ;;;;;;;;;
32;Escribe la oración dictada.;;;;Andrea hablaba con su hermana sobre la película. ;Andrea hablaba con su hermana sobre la película. ;;;;;;;;;
32;Escribe la oración dictada.;;;;Mi papá me preparó pan con huevo. ;Mi papá me preparó pan con huevo. ;;;;;;;;;
32;Escribe la oración dictada.;;;;Compre ricas zanahorias para mi conejo. ;Compre ricas zanahorias para mi conejo. ;;;;;;;;;
32;Escribe la oración dictada.;;;;Mi abuela tiene un huerto pequeño.;Mi abuela tiene un huerto pequeño.;;;;;;;;;
32;Escribe la oración dictada.;;;;Me entregaron un adhesivo al cooperar en la colecta. ;Me entregaron un adhesivo al cooperar en la colecta. ;;;;;;;;;
32;Escribe la oración dictada.;;;;En el jardín Josefa miraba las hormigas como caminaban. ;En el jardín Josefa miraba las hormigas como caminaban. ;;;;;;;;;
32;Escribe la oración dictada.;;;;El ahijado de mi mamá estará pronto de cumpleaños. ;El ahijado de mi mamá estará pronto de cumpleaños. ;;;;;;;;;
32;Escribe la oración dictada.;;;;La almohada es suave y cómoda. ;La almohada es suave y cómoda. ;;;;;;;;;
32;Escribe la oración dictada.;;;;Javier decide ir por ahí.;Javier decide ir por ahí.;;;;;;;;;
32;Escribe la oración dictada.;;;;¡Ya sé! hay que dividirse; continúa Javier.;¡Ya sé! hay que dividirse;;¡Ya sé! hay que dividirse; continúa Javier.;;;;;
32;Escribe la oración dictada.;;;;¡Ay! Me pegué en la cabeza; chilla Raquel.;¡Ay! Me pegué en la cabeza;;¡Ay! Me pegué en la cabeza; chilla Raquel.;;;;;
32;Escribe la oración dictada.;;;;Toda la razón;  hay que buscar el camino de regreso; dice Daniel.;  hay que buscar el camino de regreso; dice Daniel.;;Toda la razón;  hay que buscar el camino de regreso; dice Daniel.;;
32;Escribe la oración dictada.;;;;17. No; no hay posibilidad de perdernos; explica Javier.; no hay posibilidad de perdernos; explica Javier.;;17. No; no hay posibilidad de perdernos; explica Javier.;;
32;Escribe la oración dictada.;;;;¡Ay! No seas exagerada; añade Daniel.;¡Ay! No seas exagerada;;¡Ay! No seas exagerada; añade Daniel.;;;;;
32;Escribe la oración dictada.;;;;34. Por ahí donde está la cueva del pirata; especifica Javier.;34. Por ahí donde está la cueva del pirata;;34. Por ahí donde está la cueva del pirata; especifica Javier.;;;;;
32;Escribe la oración dictada.;;;;Y se vuelven a encontrar ahí; donde amarraron la cuerda.;Y se vuelven a encontrar ahí;;Y se vuelven a encontrar ahí; donde amarraron la cuerda.;;;;;
32;Escribe la oración dictada.;;;;Hay que encontrar el camino.;Hay que encontrar el camino.;;;;;;;;;
