id;Nivel;pregunta;alternativa 1;alternativa 2;alternativa 3;respuesta;audio pregunta;imagen;Feedback
1196;25;Palabra con la que generalmente comienza un cuento. Le siguen las palabras: una vez.;;;;había;Lee la descripción y escribe la palabra a la cual corresponde.;;Los cuentos algunas veces comienzan con había una vez
1197;25;Parte de nuestro cuerpo que en uno de sus extremos tiene manos.;;;;brazos;Lee la descripción y escribe la palabra a la cual corresponde.;;En los extremos de tus brazos están las manos
1198;25;Los autos la tienen y al presionarlas emiten un sonido.;;;;bocina;Lee la descripción y escribe la palabra a la cual corresponde.;;En el auto puedes tocar la bocina para hacer ruido
1199;25;Persona que ayuda a la comunidad apagando incendios.;;;;bombero;Lee la descripción y escribe la palabra a la cual corresponde.;;Los bomberos se encargan de apagar los incendios que se producen 
1200;25;Lugar de mucha vegetación y árboles.;;;;bosque;Lee la descripción y escribe la palabra a la cual corresponde.;;Los bosques son lugares naturales en donde hay muchos árboles y vegetación
1201;25;Animal grande y de cuatro patas que sirve como medio de transporte.;;;;caballo;Lee la descripción y escribe la palabra a la cual corresponde.;;Muchas personas en el campo utilizan el caballo como medio de transporte
1202;25;Embarcación más pequeña que un barco.;;;;bote;Lee la descripción y escribe la palabra a la cual corresponde.;;Los botes son embarcaciones más pequeñas que los barcos
1203;25;Antónimo de cerrar.;;;;abrir;Lee la descripción y escribe la palabra a la cual corresponde.;;
1204;25;Sinónimo de lindo.;;;;bonito;Lee la descripción y escribe la palabra a la cual corresponde.;;
1205;25;Están en estado gaseoso en el cielo, son blancas y a veces grises.;;;;nube;Lee la descripción y escribe la palabra a la cual corresponde.;;Las nubes están en el cielo y es un conjunto de gotas  de agua
1206;25;Se inflan y están en las fiestas de cumpleaños.;;;;globo;Lee la descripción y escribe la palabra a la cual corresponde.;;Los globos se utilizan para decorar los cumpleaños
1207;25;Es la mamá de mi mamá.;;;;abuela;Lee la descripción y escribe la palabra a la cual corresponde.;;Mi abuela es la mamá de mi mamá 
1208;25;Vuela sobre una escoba, generalmente la dibujan con nariz grande.;;;;bruja;Lee la descripción y escribe la palabra a la cual corresponde.;;Las brujas se representan con una nariz grande, una berruga y vuelan sobre una escoba
1209;25;Símbolo patrio de un país, se iza en un mástil.;;;;bandera;Lee la descripción y escribe la palabra a la cual corresponde.;;La bandera de Chile es un símbolo patrio y se iza cuando se canta el himno nacional
1210;25;Mamífero marino de gran tamaño.;;;;ballena;Lee la descripción y escribe la palabra a la cual corresponde.;;La ballena es un mamífero acúatico de gran tamaño
1211;25;Tipo de calzado alto, por lo general se usa en invierno.;;;;bota;Lee la descripción y escribe la palabra a la cual corresponde.;;Las botas son zapatos largos que se usan en invierno 
1212;25;Recipiente de vidrio o plástico en donde se almacena líquido.;;;;botella;Lee la descripción y escribe la palabra a la cual corresponde.;;Las botellas se utilizan para almacenar líquidos
1213;25;Animales que nacen por huevos, tienen plumas y vuelan.;;;;aves;Lee la descripción y escribe la palabra a la cual corresponde.;;Las aves son animales que vuelan y tienen plumas
1214;25;Recipiente de vidrio o plástico donde echamos los líquidos para beberlos.;;;;vaso;Lee la descripción y escribe la palabra a la cual corresponde.;;Los vasos son recipientes que permiten beber líquidos
1215;25;Manífero de cuatro patas, de ella se extrae leche y generalmente tienen color negro o blanco.;;;;vaca;Lee la descripción y escribe la palabra a la cual corresponde.;;Las vacas son animales de color blanco y negro, de ellas se extrae leche 
1216;25;Inyección que generalmente se pone en los brazos.;;;;vacuna;Lee la descripción y escribe la palabra a la cual corresponde.;;Las vacunas son inyecciones que normalmente se ponen en los brazos
1217;25;Agua en forma de gotas que cae desde las nubes.;;;;lluvia;Lee la descripción y escribe la palabra a la cual corresponde.;;La lluvia es agua que cae desde las nubes
1218;25;Ser vivo que tiene esqueleto.;;;;vertebrado;Lee la descripción y escribe la palabra a la cual corresponde.;;Los seres vivos que tienen esqueletos son seres vertebrados
1219;25;Artefacto eléctrico que tiene una pantalla en la parte delantera.;;;;televisión;Lee la descripción y escribe la palabra a la cual corresponde.;;Los televisores son artefactos eléctricos con una pantalla en su parte delantera
1220;25;Acción realizada por las aves para trasladarse por el cielo.;;;;volar.;Lee la descripción y escribe la palabra a la cual corresponde.;;Las aves se trasladan a través del vuelo
1221;25;Estación del año que viene después del invierno.;;;;primavera;Lee la descripción y escribe la palabra a la cual corresponde.;;La primavera es la estación en la que florecen las flores y viene después del invierno
1222;25;Sector de una calle por la cual transitan los peatones.;;;;vereda;Lee la descripción y escribe la palabra a la cual corresponde.;;Los peatones transitan por las veredas
1223;25;Agua solidificada y de color blanco.;;;;nieve;Lee la descripción y escribe la palabra a la cual corresponde.;;la nieve es agua solidificada
1224;25;Periodo en donde no se trabaja ni se estudia.;;;;vacaciones;Lee la descripción y escribe la palabra a la cual corresponde.;;Durante las vacaciones las personas no trabajamos ni estudiamos
1225;25;Estación más calurosa del año.;;;;verano;Lee la descripción y escribe la palabra a la cual corresponde.;;El verano es la estación más calurosa del año
1226;25;Persona que vive al lado de nuestra casa.;;;;vecino;Lee la descripción y escribe la palabra a la cual corresponde.;;Tu vecino es la persona que vive en la casa que se encuentra al lado de la tuya
1227;25;Cavidad  que tiene vidrio y que está en una pared.;;;;ventana;Lee la descripción y escribe la palabra a la cual corresponde.;;Las ventanas son sectores de la pared compuestas por vidrio que permiten que entre luz 
1228;25;Prenda de vestir que une polera y falda.;;;;vestido;Lee la descripción y escribe la palabra a la cual corresponde.;;Los vestidos son una prenda de vestir que incluye una polera y una falda
1229;25;Médico que atiende animales.;;;;veterinario;Lee la descripción y escribe la palabra a la cual corresponde.;;Los veterinarios son los profesionales que se encargan del cuidado de los animales
1230;25;Quinto día de la semana.;;;;viernes;Lee la descripción y escribe la palabra a la cual corresponde.;;El viernes es el quinto día de la semana
1231;25;Objeto que lanza aire para refrescar un ambiente.;;;;ventilador;Lee la descripción y escribe la palabra a la cual corresponde.;;El ventilador lanza aire para refrescar los ambientes 
1232;25;Cinco letras del abecedario que no corresponden a consonantes.;;;;vocales;Lee la descripción y escribe la palabra a la cual corresponde.;;Las vocales pertenecen al abecedario, pero no son consonantes
1233;26;La parcela de mi abuela esta cercada con ala __ re.;mb;nv;mv;mb;Selecciona la combinación que falta en la oración.;;La parcela de mi abuela esta cercada con alambre
1234;26;Camila compró una alfo__ra  muy linda.;mb;nv;nb;mb;Selecciona la combinación que falta en la oración.;;Camila compró una alfombra  muy linda
1235;26;Llevemos la linterna para alu__rar en la oscuridad.;nv;mb;nb;mb;Selecciona la combinación que falta en la oración.;;Llevemos la linterna para alumbrar en la oscuridad
1236;26;En el hospital hay muchas a__ulancias.;nb;nv;mb;mb;Selecciona la combinación que falta en la oración.;;En el hospital hay muchas ambulancias
1237;26;A Joaquin le causa mucho aso__ro ir al zoológico.;nv;mb;nb;mb;Selecciona la combinación que falta en la oración.;;A Joaquin le causa mucho asombro ir al zoológico
1238;26;Ví una casa construida con ba __ ú.;mp;mb;nv;mb;Selecciona la combinación que falta en la oración.;;Ví una casa construida con bambú
1239;26;Las bo__as son explosivos muy peligrosos.;mb;mp;nv;mb;Selecciona la combinación que falta en la oración.;;Las bombas son explosivos muy peligrosos
1240;26;Arturo ayudó en la colecta de los bo__eros.;nb;nv;mb;mb;Selecciona la combinación que falta en la oración.;;Arturo ayudó en la colecta de los bomberos
1241;26;Daniela le regaló a su profesora una caja de bo__ones.;nv;mb;nb;mb;Selecciona la combinación que falta en la oración.;;Daniela le regaló a su profesora una caja de bombones
1242;26;La altura de mi hermano es hasta mi ho__ro.;mb;nv;nb;mb;Selecciona la combinación que falta en la oración.;;La altura de mi hermano es hasta mi hombro
1243;26;La fruta preferida de Alonso es el me__rillo.;np;nv;mb;mb;Selecciona la combinación que falta en la oración.;;La fruta preferida de Alonso es el membrillo
1244;26;Es necesario comer legu__res una vez a la semana.;nb;nv;mb;mb;Selecciona la combinación que falta en la oración.;;Es necesario comer legumbres una vez a la semana
1245;26;El ti__re de la casa de Gustavo tiene un sonido muy agradable.;nv;mb;nb;mb;Selecciona la combinación que falta en la oración.;;El timbre de la casa de Gustavo tiene un sonido muy agradable
1246;26;Mariela sie__ra papas en su huerto.;mb;nv;nb;mb;Selecciona la combinación que falta en la oración.;;Mariela siembra papas en su huerto
1247;26;Mi tio tiene un so__rero de mariachi;nv;mb;nb;mb;Selecciona la combinación que falta en la oración.;;Mi tio tiene un sombrero de mariachi
1248;26;Diego está i__estigando  en internet cómo se recicla el papel.;mb;nv;np;nv;Selecciona la combinación que falta en la oración.;;Diego está investigando  en internet cómo se recicla el papel
1249;26;El caracol es un animal i__ertebrado;nv;mb;nb;nv;Selecciona la combinación que falta en la oración.;;El caracol es un animal invertebrado
1250;26;En mi escuela hicimos una co__ivencia  para celebrar las fiestas patrias.;nb;nv;mp;nv;Selecciona la combinación que falta en la oración.;;En mi escuela hicimos una convivencia  para celebrar las fiestas patrias
1251;26;Claudia e__olvió los regalos de navidad.;nv;mb;nb;nv;Selecciona la combinación que falta en la oración.;;Claudia envolvió los regalos de navidad
1252;26;Alexis e__ió un correo electrónico a su Tía que vive en Temuco.;mp;mb;nv;nv;Selecciona la combinación que falta en la oración.;;Alexis envió un correo electrónico a su Tía que vive en Temuco
1253;26;En el co__ento hay muchas monjitas.;mb;mp;nv;nv;Selecciona la combinación que falta en la oración.;;En el convento hay muchas monjitas
1254;26;Fue muy interesante la co__ersación que tuve con mi papá.;nb;nv;mb;nv;Selecciona la combinación que falta en la oración.;;Fue muy interesante la conversación que tuve con mi papá
1255;26;Los e__ases de plástico y vidrio se pueden reciclar. ;nv;mb;nb;nv;Selecciona la combinación que falta en la oración.;;Los envases de plástico y vidrio se pueden reciclar
1256;26;En i__ierno llueve mucho y hace frio.;mb;nb;nv;nv;Selecciona la combinación que falta en la oración.;;En invierno llueve mucho y hace frio
1257;26;El tra__ía es un medio de transporte muy antiguo.;np;nv;mb;nv;Selecciona la combinación que falta en la oración.;;El tranvía es un medio de transporte muy antiguo
1258;26;En el i__ernadero  se plantaron rosas y claveles.;nb;nv;mb;nv;Selecciona la combinación que falta en la oración.;;En el invernadero  se plantaron rosas y claveles
1259;26;Martina co__idó galletas a sus compañeros.;nv;mb;np;nv;Selecciona la combinación que falta en la oración.;;Martina co__idó galletas a sus compañeros.
1260;26;María i__itó al cine a su mejor amiga Roberta.;mb;nv;nb;nv;Selecciona la combinación que falta en la oración.;;María i__itó al cine a su mejor amiga Roberta.
1261;26;Los reponedores  hacen  i__entarios para contar los alimentos.;nv;mb;nb;nv;Selecciona la combinación que falta en la oración.;;Los reponedores  hacen  i__entarios para contar los alimentos.
1262;26;La profesora co__ocó a una reunión de apoderados.;np;nv;mb;nv;Selecciona la combinación que falta en la oración.;;La profesora co__ocó a una reunión de apoderados.
1263;26;Me gusta aca__ar cerca de los ríos y lagos.;mp;nv;np;mp;Selecciona la combinación que falta en la oración.;;Me gusta aca__ar cerca de los ríos y lagos.
1264;26;Jugar con el tro__o es muy divertido.;np;mp;nb;mp;Selecciona la combinación que falta en la oración.;;Jugar con el tro__o es muy divertido.
1265;26;Hay que utilizar a__olletas que ahorren energía.;mp;np;nv;mp;Selecciona la combinación que falta en la oración.;;Hay que utilizar a__olletas que ahorren energía.
1266;26;La iglesia tiene una inmensa campana. ;np;nv;mp;mp;Selecciona la combinación que falta en la oración.;;La iglesia tiene una inmensa campana. 
1267;26;Antonia fue de vacaciones al ca__o.;mp;np;nb;mp;Selecciona la combinación que falta en la oración.;;Antonia fue de vacaciones al ca__o.
1268;26;La mamá de Cristobal cocinó tallarines con salsa de cha__iñones.;np;mp;mb;mp;Selecciona la combinación que falta en la oración.;;La mamá de Cristobal cocinó tallarines con salsa de cha__iñones.
1269;26;Los chi__ancé son animales muy inteligentes.;mb;mp;np;mp;Selecciona la combinación que falta en la oración.;;Los chi__ancé son animales muy inteligentes.
1270;26;Me gusta mucho  lavar mi pelo con cha__ú de manzanilla y arándanos.;mv;np;mp;mp;Selecciona la combinación que falta en la oración.;;Me gusta mucho  lavar mi pelo con cha__ú de manzanilla y arándanos.
1271;26;Mi abuelito me construyó un colu__io en el patio.;mp;np;nv;mp;Selecciona la combinación que falta en la oración.;;Mi abuelito me construyó un colu__io en el patio.
1272;26;Mis co__añeros son muy solidarios cuando se realizan colectas.;mv;mp;np;mp;Selecciona la combinación que falta en la oración.;;Mis co__añeros son muy solidarios cuando se realizan colectas.
1273;26;El co__ás es un instrumento que permite dibujar circunferencias.;nv;np;mp;mp;Selecciona la combinación que falta en la oración.;;El co__ás es un instrumento que permite dibujar circunferencias.
1274;26;Alicia co__ró frutos secos en la feria.;mp;nv;np;mp;Selecciona la combinación que falta en la oración.;;Alicia compró frutos secos en la feria
1275;26;Enseñé a mi abuelito a ocupar el co__utador.;mv;np;mp;mp;Selecciona la combinación que falta en la oración.;;Enseñé a mi abuelito a ocupar el computador
1276;26;Josefina celebrará el cu__leaños de su mejor amiga.;np;nv;mp;mp;Selecciona la combinación que falta en la oración.;;Josefina celebrará el cumpleaños de su mejor amiga
1277;26;El pasatiempo de Rodrigo es armar rompecabezas.;np;mp;nv;mp;Selecciona la combinación que falta en la oración.;;El pasatiempo de Rodrigo es armar rompecabezas
1278;27;Angela pintó un dibujo con colores rojo y azul, a___os colores son primarios.;;;;mb;Selecciona la combinación que falta en la oración.;;Angela pintó un dibujo con colores rojo y azul, ambos colores son primarios
1279;27;Laura  tiene un lindo pelo rizado de color á___ar.;;;;mb;Selecciona la combinación que falta en la oración.;;Laura  tiene un lindo pelo rizado de color ámbar
1280;27;Es muy importante cuidar el medio a___iente.;;;;mb;Selecciona la combinación que falta en la oración.;;Es muy importante cuidar el medio ambiente
1281;27;En Escocia los ho___res usan falda.;;;;mb;Selecciona la combinación que falta en la oración.;;En Escocia los hombres usan falda
1282;27;vaya donde vaya mi so___ra siempre está conmigo.;;;;mb;Selecciona la combinación que falta en la oración.;;vaya donde vaya mi sombra siempre está conmigo
1283;27;El o___ligo está a la mitad de nuestro cuerpo.;;;;mb;Selecciona la combinación que falta en la oración.;;El ombligo está a la mitad de nuestro cuerpo
1284;27;La tía de josé luce muy linda e___arazada.;;;;mb;Selecciona la combinación que falta en la oración.;;La tía de josé luce muy linda embarazada
1285;27;El amor parece un e___rujo que nos hace sentir espaciales.;;;;mb;Selecciona la combinación que falta en la oración.;;El amor parece un embrujo que nos hace sentir espaciales
1286;27;Andrés aprendió a tocar muy bien su ta___or.;;;;mb;Selecciona la combinación que falta en la oración.;;Andrés aprendió a tocar muy bien su tambor
1287;27;Paulina interca___io semillas con su amiga Romina.;;;;mb;Selecciona la combinación que falta en la oración.;;Paulina intercambio semillas con su amiga Romina
1288;27;Carolina usa un e___udo para echar parafina a la estufa.;;;;mb;Selecciona la combinación que falta en la oración.;;Carolina usa un embudo para echar parafina a la estufa
1289;27;los calcetines de Cristobal tienen ro___os negros y blancos.;;;;mb;Selecciona la combinación que falta en la oración.;;los calcetines de Cristobal tienen rombos negros y blancos
1290;27;Los brasileños bailan muy bien sa___a.;;;;mb;Selecciona la combinación que falta en la oración.;;Los brasileños bailan muy bien samba
1291;27;El gato juega con el esta___re de lana.;;;;mb;Selecciona la combinación que falta en la oración.;;El gato juega con el estambre de lana
1292;27;las jirafas del zoológicos son solo he___ras.;;;;mb;Selecciona la combinación que falta en la oración.;;las jirafas del zoológicos son solo hembras
1293;27;Esa cocina esta i___adida de hormigas. ;;;;nv;Selecciona la combinación que falta en la oración.;;Esa cocina esta invadida de hormigas
1294;27;La gente en condición de calle deben buscar un lugar donde i___ernar.;;;;nv;Selecciona la combinación que falta en la oración.;;La gente en condición de calle deben buscar un lugar donde invernar
1295;27;Ambos paises hicieron un co___enio por la paz;;;;nv;Selecciona la combinación que falta en la oración.;;Ambos paises hicieron un convenio por la paz
1296;27;Ree___íe un email a mi prima de Australia.;;;;nv;Selecciona la combinación que falta en la oración.;;Reenvíe un email a mi prima de Australia
1297;27;Margarita diño una bie___enida a sus nuevos vecinos.;;;;nv;Selecciona la combinación que falta en la oración.;;Margarita diño una bienvenida a sus nuevos vecinos
1298;27;Carlos co___enció a su amigo de participar en la competencia de atletismo.;;;;nv;Selecciona la combinación que falta en la oración.;;Carlos convenció a su amigo de participar en la competencia de atletismo
1299;27;Quiero que llegue mi cumpleaños para dese___olver los regalos.;;;;nv;Selecciona la combinación que falta en la oración.;;Quiero que llegue mi cumpleaños para desenvolver los regalos
1300;27;Marcos hizo la posición i___ertida en su clase de educación fisica.;;;;nv;Selecciona la combinación que falta en la oración.;;Marcos hizo la posición invertida en su clase de educación fisica
1301;27;La selección de fútbol va i___icta  en la competencia.;;;;nv;Selecciona la combinación que falta en la oración.;;La selección de fútbol va invicta  en la competencia
1302;27;Sofía i___itó a sus amigos a ver una película.;;;;nv;Selecciona la combinación que falta en la oración.;;Sofía invitó a sus amigos a ver una película
1303;27;Ricardo se i___olucró en un proyecto de reciclaje de su comuna.;;;;nv;Selecciona la combinación que falta en la oración.;;Ricardo se involucró en un proyecto de reciclaje de su comuna
1304;27;Ahorrar dinero es co___eniente para el futuro.;;;;nv;Selecciona la combinación que falta en la oración.;;Ahorrar dinero es conveniente para el futuro
1305;27;Gonzalo dibujó una figura geométrica co___exa.;;;;nv;Selecciona la combinación que falta en la oración.;;Gonzalo dibujó una figura geométrica convexa
1306;27;Es malo e___idiar a las personas.;;;;nv;Selecciona la combinación que falta en la oración.;;Es malo envidiar a las personas
1307;27;Enrique acompaño a su abuelita a hacer unas co___ras.;;;;mp;Selecciona la combinación que falta en la oración.;;Enrique acompaño a su abuelita a hacer unas compras
1308;27;Se dice que los va___iros le temen a la luz.;;;;mp;Selecciona la combinación que falta en la oración.;;Se dice que los vampiros le temen a la luz
1309;27;Luis aprendió a tocar za___oña a la perfección.;;;;mp;Selecciona la combinación que falta en la oración.;;Luis aprendió a tocar zampoña a la perfección
1310;27;El polo sur tiene muchos té___anos de hielo.;;;;mp;Selecciona la combinación que falta en la oración.;;El polo sur tiene muchos témpanos de hielo
1311;27;Mañana estará muy agradable el tie___o en Osorno.;;;;mp;Selecciona la combinación que falta en la oración.;;Mañana estará muy agradable el tiempo en Osorno
1312;27;El papá de Elizabeth se levantá todo los días muy te___rano.;;;;mp;Selecciona la combinación que falta en la oración.;;El papá de Elizabeth se levantá todo los días muy temprano
1313;27;En Egipto hay muchos te___los sagrados.;;;;mp;Selecciona la combinación que falta en la oración.;;En Egipto hay muchos templos sagrados
1314;27;Ellos no necesitan comer comida chatarra y yo ta___oco.;;;;mp;Selecciona la combinación que falta en la oración.;;Ellos no necesitan comer comida chatarra y yo tampoco
1315;27;Sin querer Esteban ro___ió el jarrón de su tía.;;;;mp;Selecciona la combinación que falta en la oración.;;Sin querer Esteban rompió el jarrón de su tía
1316;27;El próximo año participaré en las oli___iadas de matemáticas.;;;;mp;Selecciona la combinación que falta en la oración.;;El próximo año participaré en las olimpiadas de matemáticas
1317;27;Juan li___ió y ordenó su pieza;;;;mp;Selecciona la combinación que falta en la oración.;;Juan limpió y ordenó su pieza
1318;27;Los dioses griegos vivían en el Oli___o.;;;;mp;Selecciona la combinación que falta en la oración.;;Los dioses griegos vivían en el Olimpo
1319;27;Alejandro debe i___rimir su informe y entregarlo a su profesor.;;;;mp;Selecciona la combinación que falta en la oración.;;Alejandro debe imprimir su informe y entregarlo a su profesor
1320;27;Cuando envíes una carta debes ponerle una esta___illa.;;;;mp;Selecciona la combinación que falta en la oración.;;Cuando envíes una carta debes ponerle una estampilla
1321;27;El tío de Nicolas tiene una microe___resa de artesanias.;;;;mp;Selecciona la combinación que falta en la oración.;;El tío de Nicolas tiene una microemresa de artesanias
1322;28;¿Cómo se escribe correctamente la palabra?;huevo;uevo;uhevo;huevo;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente huevo
1323;28;¿Cómo se escribe correctamente la palabra?;ahora;haora;ahora;ahora;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente ahora
1324;28;¿Cómo se escribe correctamente la palabra?;zanahoria;zanaoria;zanaoriha;zanahoria;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente zanahoria 
1325;28;¿Cómo se escribe correctamente la palabra?;harto;arto;arhto;harto;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente harto
1326;28;¿Cómo se escribe correctamente la palabra?;hombro;ombro;omhbro;hombro;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente hombro
1327;28;¿Cómo se escribe correctamente la palabra?;habla;abla;abhla;habla;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente habla
1328;28;¿Cómo se escribe correctamente la palabra?;hada;ada;adha;hada;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente hada
1329;28;¿Cómo se escribe correctamente la palabra?;halcón;alcón;alhcón;halcón;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente halcón
1330;28;¿Cómo se escribe correctamente la palabra?;huérfano;uérfano;uhérfano;huérfano;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente huérfano
1331;28;¿Cómo se escribe correctamente la palabra?;huerta;uerta;uherta;huerta;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente huerta
1332;28;¿Cómo se escribe correctamente la palabra?;helado;elado;elhado;helado;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente helado
1333;28;¿Cómo se escribe correctamente la palabra?;herbívoro;erbívoro;erhbívoro;herbívoro;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente herbívoro
1334;28;¿Cómo se escribe correctamente la palabra?;ahijado;aijado;haihado;ahijado;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente ahijada
1335;28;¿Cómo se escribe correctamente la palabra?;bahía;baía;baíha;bahía;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente bahía
1336;28;¿Cómo se escribe correctamente la palabra?;horno;orno;orhno;horno;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente horno
1337;28;¿Cómo se escribe correctamente la palabra?;hacha;acha;achah;hacha;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente hacha
1338;28;¿Cómo se escribe correctamente la palabra?;hipopótamo;ipopótamo;ipohpótamo;hipopótamo;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente hipopótamo
1339;28;¿Cómo se escribe correctamente la palabra?;hielo;ielo;ihelo;hielo;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente hielo
1340;28;¿Cómo se escribe correctamente la palabra?;hormiga;ormiga;orhmiga;hormiga;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente hormiga
1341;28;¿Cómo se escribe correctamente la palabra?;hojas;ojas;ohjas;hojas;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente hojas
1342;28;¿Cómo se escribe correctamente la palabra?;hermano;ermano;erhmano;hermano;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente hermano
1343;28;¿Cómo se escribe correctamente la palabra?;hierro;ierro;iherro;hierro;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente hierro
1344;28;¿Cómo se escribe correctamente la palabra?;hambre;ambre;emhbre;hambre;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente hambre
1345;28;¿Cómo se escribe correctamente la palabra?;humo;umo;uhmo;humo;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente humo
1346;28;¿Cómo se escribe correctamente la palabra?;harina;arina;ahrina;harina;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente harina
1347;28;¿Cómo se escribe correctamente la palabra?;huida;uida;uhida;huida;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente huida
1348;28;¿Cómo se escribe correctamente la palabra?;huelga;uelga;uhelga;huelga;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente huelga
1349;28;¿Cómo se escribe correctamente la palabra?;hiena;iena;ihena;hiena;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente hiena
1350;28;¿Cómo se escribe correctamente la palabra?;hexágono;exágono;ehxágono;hexágono;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente hexágono
1351;28;¿Cómo se escribe correctamente la palabra?;adhesivo;adesivo;hadesivo;adhesivo;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente adhesivo
1352;28;¿Cómo se escribe correctamente la palabra?;búho ;búo;búoh;búho ;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente búho
1353;28;¿Cómo se escribe correctamente la palabra?;inhalar ;inalar;inahlar;inhalar ;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente inhalar
1354;28;¿Cómo se escribe correctamente la palabra?;ahorro;haorro;aohrro;ahorro;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente ahorro
1355;28;¿Cómo se escribe correctamente la palabra?;almohada;almoada;halmoada;almohada;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente almohada
1356;28;¿Cómo se escribe correctamente la palabra?;hueso;ueso;uheso;hueso;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente hueso
1357;28;¿Cómo se escribe correctamente la palabra?;alcohol;alcool;alhcool;alcohol;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente alcohol
1358;28;¿Cómo se escribe correctamente la palabra?;cohete;coete;coethe;cohete;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente cohete
1359;28;¿Cómo se escribe correctamente la palabra?;hierba;ierba;iherba;hierba;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente hierba
1360;28;¿Cómo se escribe correctamente la palabra?;hierve;ierve;iherve;hierve;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente hierve
1361;28;¿Cómo se escribe correctamente la palabra?;hueco;ueco;uheco;hueco;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente hueco
1362;28;¿Cómo se escribe correctamente la palabra?;herida;erida;ehrida;herida;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente herida
1363;28;¿Cómo se escribe correctamente la palabra?;higo;igo;ihgo;higo;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente higo
1364;28;¿Cómo se escribe correctamente la palabra?;hilo;ilo;ihlo;hilo;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente hilo
1365;28;¿Cómo se escribe correctamente la palabra?;húmedo;úmedo;úhmedo;húmedo;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente húmedo
1366;28;¿Cómo se escribe correctamente la palabra?;historia;istoria;ihstoria;historia;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente historia
1367;28;¿Cómo se escribe correctamente la palabra?;haba;aba;ahba;haba;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente haba
1368;28;¿Cómo se escribe correctamente la palabra?;hamster;amster;ahmters;hamster;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente hamster
1369;28;¿Cómo se escribe correctamente la palabra?;hombre;ombre;ohmbre;hombre;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente hombre
1370;28;¿Cómo se escribe correctamente la palabra?;prohibido;proibido;proibhido;prohibido;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente prohibido
1371;28;¿Cómo se escribe correctamente la palabra?;hermana ;ermana;ehrmana;hermana ;¿Cómo se escribe correctamente la palabra?;;La palabra se escribe correctamente hermana
1372;29;Javier decide ir por ______.;ay;hay;ahí;ahí;¿Cuál es la palabra que debe ir en el espacio en blanco?;;Javier decide ir por ahí
