id;Nivel;pregunta;alternativa 1;alternativa 2;alternativa 3;respuesta;audio pregunta;imagen;;;;;;;;
1111;23;La naríz de mi perro parece una ______________.;nuesesita;nuececita;nuecezita;nuececita ;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1112;23;La mamá de Juan siempre le canta una ______________ de cuna antes de dormir.;cancioncita;cancionsita;cancionzita;cancioncita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1113;23;En la _______________ de mi mamá crece mi hermanito.;panzita;pansita;pancita;pancita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1114;23;Sofía no se puede quedar _______________ cuando escucha su música favorita. ;quietecita;quietesita;quietezita;quietecita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1115;23;La __________________ de ese conejito en rosadita. ;naricita;nariscita;narizcita;naricita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1116;23;Aquella pequeña ________________ posee gran talento.;actrisita;actrizita;actricita;actricita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1117;23;Hay países que en verano cae un pequeña _______________.;lluviecita;lluviesita;lluviezita;lluviecita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1118;23;Carlos ha observado que su mascota está un poco ______________ para su casita.;grandesita;grandecita;grandezita;grandecita ;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1119;23;A los 16 años Antonia se siente una _________________. ;jovensita;jovencita;jovenzita;jovencita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1120;23;Antonia que es una católica muy creyente; siempre le reza a la ______________.;virgenscita.;virgensita.;virgencita.  ;virgencita ;¿Cómo se escribe correctamente la palabra que falta en la oración?;La palabra se escribe virgencita;;;;;;;
1121;23;Cuando Antonio necesita inspiración lee_______________ de grandes escritores.;fracesita;frasecita;fracezita;frasecita ;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1122;23;En la casa de  _________________ reciclan toto lo que pueden.;Carmencita;Carmensita;Carmenscita ;Carmencita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1123;23;De camino al colegio; Sergio suele ver una ________________ de muchos colores.;avecita;avesita;avescita;avecita;¿Cómo se escribe correctamente la palabra que falta en la oración?;La palabra se escribe avecita;;;;;;;
1124;23;A Sofía le gusta comer de postre un ___________ de chocolate.;pedazito        ;pedacito    ;pedasito;pedacito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1125;23;El gato de Carlitos es muy _____________;suavecito  ;suavesito;suavezito;suavecito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1126;23;Antonia tienen un ____________ blanco de mascota.;ratoncito;ratonzito;ratonsito;ratoncito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1127;23;José; cuando llega del colegio alimenta a su  __________;pececito;pezesito         ;pecesito         ;pececito;¿Cómo se escribe correctamente la palabra que falta en la oración?;La palabra se escribe pececito;;;;;;;
1128;23;El papá de Juan le regaló un __________  de juguete para su cumpleaños.;trencito         ;trenzito ;trencito   ;trencito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1129;23;La mamá de Sofía siempre bebe un ___________ después de almuerzo.;cafecito     ;cafesito;cafezito;cafecito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1130;23;Antonia todas las noches le narra un _______________ a su hermanito.;cuentezito;cuentesito;cuentecito;cuentecito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1131;23;Antonia tiene un _____________  de color rosado.;lapicito;lapisito;lapizito;lapicito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1132;23;Aquel _____________ posee el corazón más grande.;hombresito;hombrecito;hombrezito;hombrecito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1133;23;Para la fiesta Andrés se disfrazó de _________________;doctorcito;doctorsito  ;doctorzito;doctorcito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1134;23;Sofía; de tierno ________________ siempre acaricia cariñosamente  a sus mascotas.;corasonzito;corazonsito;corazoncito;corazoncito;¿Cómo se escribe correctamente la palabra que falta en la oración?;La palabra se escribe corazoncito;;;;;;;
1135;23;Cuando la televisión no funciona te doy un pequeño ______________;golpecito    ;golpezito       ;golpesito;golpecito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1136;23;Carlos siempre se siente mejor despues de dar un ______________;abracito ;abrasito;abrazito;abracito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1137;23;José siempre toma afectuosamente a su hermano  del _________________;bracito;brazito   ;brasito;bracito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1138;23;En el jardín de mi vecino hay una pequeña estatua de un __________;duendecito;duendesito;duendezito;duendecito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1139;23;En sus dibujos Andrés siempre pinta un _____________ en el cielo.;solcito;solsito  ;solzito;solcito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1140;23;El pequeño _____________ de Tomás parece un empanidita. ;piececito;piecesito;piecezito ;piececito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1141;23;Aquel _______________ me canta todas las mañanas.;gorrioncito;gorrionsito;gorrionzito ;gorrioncito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1142;23;A Samuel le entanca el _____________ con tomatito. ;arrocito  ;arrozito;arrosito;arrocito ;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1143;23;Aquellos bailarines realizan su coreografía utilizando un ________________. ;bastoncito;bastonsito;bastonzito;bastoncito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1144;23;En el acuario del zoológico hay un pequeño  _________________.;tiburonsito;tiburonzito;tiburoncito;tiburoncito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1145;23;Sofía le regaló un _________________ a su hermanita.;camisonsito;camisonzito;camisoncito;camisoncito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1146;23;Sofía le cuenta un secreto _______________ a su amiga al oído. ;despacito;despasito;despazito;despacito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1147;23;Aquel abuelito toma tiernamente entre sus brazos a su _________________. ;nietecito;nietezito;nietesito;nietecito ;¿Cómo se escribe correctamente la palabra que falta en la oración?;;;;;;;;;
1148;24;Escribe la frase dictada.;;;;De una caja de lápices; Camila tomo el lápiz negro. ;De una caja de lápices;;De una caja de lápices; Camila tomo el lápiz negro. ;;;;;
1149;24;Escribe la frase dictada.;;;;Los leones son feroces. ;Los leones son feroces. ;;;;;;;;;
1150;24;Escribe la frase dictada.;;;;La actriz se probó varios disfraces. ;La actriz se probó varios disfraces. ;;;;;;;;;
1151;24;Escribe la frase dictada.;;;;En una fiesta había luces de colores. ;En una fiesta había luces de colores. ;;;;;;;;;
1152;24;Escribe la frase dictada.;;;;En la iglesia entregaron cruces a los asistentes. ;En la iglesia entregaron cruces a los asistentes. ;;;;;;;;;
1153;24;Escribe la frase dictada.;;;;Encontramos un nido de codornices. ;Encontramos un nido de codornices. ;;;;;;;;;
1154;24;Escribe la frase dictada.;;;;Con mi tío pescamos varios peces en el lago. ;Con mi tío pescamos varios peces en el lago. ;;;;;;;;;
1155;24;Escribe la frase dictada.;;;;Las raíces de los árboles ;Las raíces de los árboles ;;;;;;;;;
1156;24;Escribe la frase dictada.;;;;Los niños se ven felices jugando en el parque.;Los niños se ven felices jugando en el parque.;;;;;;;;;
1157;24;Escribe la frase dictada.;;;;Jaime salto siete veces. ;Jaime salto siete veces. ;;;;;;;;;
1158;24;Escribe la frase dictada.;;;;Levante una gran piedra y encontré muchas lombrices.;Levante una gran piedra y encontré muchas lombrices.;;;;;;;;;
1159;24;Escribe la frase dictada.;;;;Los avestruces esconden su cabeza en la tierra. ;Los avestruces esconden su cabeza en la tierra. ;;;;;;;;;
1160;24;Escribe la frase dictada.;;;;En la clase de arte hicimos antifaces. ;En la clase de arte hicimos antifaces. ;;;;;;;;;
1161;24;Escribe la frase dictada.;;;;Los niños son capaces de saltar en un pie. ;Los niños son capaces de saltar en un pie. ;;;;;;;;;
1162;24;Escribe la frase dictada.;;;;Javier comió un helado con nueces. ;Javier comió un helado con nueces. ;;;;;;;;;
1163;24;Escribe la frase dictada.;;;;La gimnasta es esforzada.;La gimnasta es esforzada.;;;;;;;;;
1164;24;Escribe la frase dictada.;;;;En la película aparece un genio.;En la película aparece un genio.;;;;;;;;;
1165;24;Escribe la frase dictada.;;;;Con perejil  las comidas quedan sabrosas.;Con perejil  las comidas quedan sabrosas.;;;;;;;;;
1166;24;Escribe la frase dictada.;;;;Mi mamá me enseño a tejer.;Mi mamá me enseño a tejer.;;;;;;;;;
1167;24;Escribe la frase dictada.;;;;Es genial jugar con mi perro.;Es genial jugar con mi perro.;;;;;;;;;
1168;24;Escribe la frase dictada.;;;;Al correr me agito mucho.;Al correr me agito mucho.;;;;;;;;;
1169;24;Escribe la frase dictada.;;;;Me gusta la jirafa cuando voy al zoológico.;Me gusta la jirafa cuando voy al zoológico.;;;;;;;;;
1170;24;Escribe la frase dictada.;;;;El jinete monta su caballo. ;El jinete monta su caballo. ;;;;;;;;;
1171;24;Escribe la frase dictada.;;;;El gigante nos ve como hormiguitas.;El gigante nos ve como hormiguitas.;;;;;;;;;
1172;24;Escribe la frase dictada.;;;;La gelatina de naranja es la mejor.;La gelatina de naranja es la mejor.;;;;;;;;;
1173;24;Escribe la frase dictada.;;;;El vendedor es gentil.;El vendedor es gentil.;;;;;;;;;
1174;24;Escribe la frase dictada.;;;;Los monos son ágiles para escalar árboles. ;Los monos son ágiles para escalar árboles. ;;;;;;;;;
1175;24;Escribe la frase dictada.;;;;Mi chaleco viejo tiene agujeros.;Mi chaleco viejo tiene agujeros.;;;;;;;;;
1176;24;Escribe la frase dictada.;;;;MI abuela guarda en una cajita sus joyas.;MI abuela guarda en una cajita sus joyas.;;;;;;;;;
1177;24;Escribe la frase dictada.;;;;A mi abuela le gusta tejer. ;A mi abuela le gusta tejer. ;;;;;;;;;
1178;24;Escribe la frase dictada.;;;;A Josefa le gusta tomar tecito con su abuela.;A Josefa le gusta tomar tecito con su abuela.;;;;;;;;;
1179;24;Escribe la frase dictada.;;;;Tengo varios lapicitos de colores. ;Tengo varios lapicitos de colores. ;;;;;;;;;
1180;24;Escribe la frase dictada.;;;;¿Quieres una tacita de té?;¿Quieres una tacita de té?;;;;;;;;;
1181;24;Escribe la frase dictada.;;;;Mamá y papá se toman un cafecito en la tarde.;Mamá y papá se toman un cafecito en la tarde.;;;;;;;;;
1182;24;Escribe la frase dictada.;;;;En el lago encontré piedrecitas de muchos colores. ;En el lago encontré piedrecitas de muchos colores. ;;;;;;;;;
1183;24;Escribe la frase dictada.;;;;Martin tiene un avioncito de juguete.;Martin tiene un avioncito de juguete.;;;;;;;;;
1184;24;Escribe la frase dictada.;;;;Con mi abuela caminamos despacito.;Con mi abuela caminamos despacito.;;;;;;;;;
1185;24;Escribe la frase dictada.;;;;Un viejecito nos saludo en la plaza.;Un viejecito nos saludo en la plaza.;;;;;;;;;
1186;24;Escribe la frase dictada.;;;;El conejo de Marta es suavecito.;El conejo de Marta es suavecito.;;;;;;;;;
1187;24;Escribe la frase dictada.;;;;Me tomé un vasito de agua. ;Me tomé un vasito de agua. ;;;;;;;;;
1188;24;Escribe la frase dictada.;;;;Un pequeño leoncito vimos en el zoológico. ;Un pequeño leoncito vimos en el zoológico. ;;;;;;;;;
1189;24;Escribe la frase dictada.;;;;Vi una lombricita en el jardín. ;Vi una lombricita en el jardín. ;;;;;;;;;
1190;24;Escribe la frase dictada.;;;;Los piecitos del bebe son gorditos. ;Los piecitos del bebe son gorditos. ;;;;;;;;;
1191;24;Escribe la frase dictada.;;;;La mamá de Andrea le da un pedacito de manzana.;La mamá de Andrea le da un pedacito de manzana.;;;;;;;;;
1192;24;Escribe la frase dictada.;;;;Tengo un llavero con forma de corazoncito.;Tengo un llavero con forma de corazoncito.;;;;;;;;;
1193;25;Parte de nuestro cuerpo a través de la cual ingresan los alimentos.;;;;boca;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1194;25;Prenda de vestir que usamos para abrigar nuestro cuello.;;;;bufanda;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1195;25;Lugar de nuestro colegio donde encontramos muchos libros.;;;;biblioteca;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1196;25;Palabra con la que generalmente comienza un cuento. Le siguen las palabras: una vez.;;;;había;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1197;25;Parte de nuestro cuerpo que en uno de sus extremos tiene manos.;;;;brazos;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1198;25;Los autos la tienen y al presionarlas emiten un sonido.;;;;bocina;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1199;25;Persona que ayuda a la comunidad apagando incendios.;;;;bombero;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1200;25;Lugar de mucha vegetación y árboles.;;;;bosque;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1201;25;Animal grande y de cuatro patas que sirve como medio de transporte.;;;;caballo;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1202;25;Embarcación más pequeña que un barco.;;;;bote;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1203;25;Antónimo de cerrar.;;;;abrir;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1204;25;Sinónimo de lindo.;;;;bonito;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1205;25;Están en estado gaseoso en el cielo; son blancas y a veces grises.;;;;nube;Lee la descripción y escribe la palabra a la cual corresponde.;Las nubes están en el cielo y es un conjunto de gotas  de agua;;;;;;;
1206;25;Se inflan y están en las fiestas de cumpleaños.;;;;globo;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1207;25;Es la mamá de mi mamá.;;;;abuela;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1208;25;Vuela sobre una escoba; generalmente la dibujan con nariz grande.;;;;bruja;Lee la descripción y escribe la palabra a la cual corresponde.;Las brujas se representan con una nariz grande; una berruga y vuelan sobre una escoba;;;;;;
1209;25;Símbolo patrio de un país; se iza en un mástil.;;;;bandera;Lee la descripción y escribe la palabra a la cual corresponde.;La bandera de Chile es un símbolo patrio y se iza cuando se canta el himno nacional;;;;;;;
1210;25;Mamífero marino de gran tamaño.;;;;ballena;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1211;25;Tipo de calzado alto; por lo general se usa en invierno.;;;;bota;Lee la descripción y escribe la palabra a la cual corresponde.;Las botas son zapatos largos que se usan en invierno ;;;;;;;
1212;25;Recipiente de vidrio o plástico en donde se almacena líquido.;;;;botella;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1213;25;Animales que nacen por huevos; tienen plumas y vuelan.;;;;aves;Lee la descripción y escribe la palabra a la cual corresponde.;Las aves son animales que vuelan y tienen plumas;;;;;;;
1214;25;Recipiente de vidrio o plástico donde echamos los líquidos para beberlos.;;;;vaso;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1215;25;Manífero de cuatro patas; de ella se extrae leche y generalmente tienen color negro o blanco.;;;;vaca;Lee la descripción y escribe la palabra a la cual corresponde.;Las vacas son animales de color blanco y negro; de ellas se extrae leche ;;;;;;
1216;25;Inyección que generalmente se pone en los brazos.;;;;vacuna;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1217;25;Agua en forma de gotas que cae desde las nubes.;;;;lluvia;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1218;25;Ser vivo que tiene esqueleto.;;;;vertebrado;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1219;25;Artefacto eléctrico que tiene una pantalla en la parte delantera.;;;;televisión;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1220;25;Acción realizada por las aves para trasladarse por el cielo.;;;;volar.;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1221;25;Estación del año que viene después del invierno.;;;;primavera;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1222;25;Sector de una calle por la cual transitan los peatones.;;;;vereda;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1223;25;Agua solidificada y de color blanco.;;;;nieve;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1224;25;Periodo en donde no se trabaja ni se estudia.;;;;vacaciones;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1225;25;Estación más calurosa del año.;;;;verano;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1226;25;Persona que vive al lado de nuestra casa.;;;;vecino;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1227;25;Cavidad  que tiene vidrio y que está en una pared.;;;;ventana;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1228;25;Prenda de vestir que une polera y falda.;;;;vestido;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1229;25;Médico que atiende animales.;;;;veterinario;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1230;25;Quinto día de la semana.;;;;viernes;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1231;25;Objeto que lanza aire para refrescar un ambiente.;;;;ventilador;Lee la descripción y escribe la palabra a la cual corresponde.;;;;;;;;;
1232;25;Cinco letras del abecedario que no corresponden a consonantes.;;;;vocales;Lee la descripción y escribe la palabra a la cual corresponde.;; pero no son consonantes;;;;;;;
1233;26;La parcela de mi abuela esta cercada con ala __ re.;mb;nv;mv;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1234;26;Camila compró una alfo__ra  muy linda.;mb;nv;nb;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1235;26;Llevemos la linterna para alu__rar en la oscuridad.;nv;mb;nb;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1236;26;En el hospital hay muchas a__ulancias.;nb;nv;mb;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1237;26;A Joaquin le causa mucho aso__ro ir al zoológico.;nv;mb;nb;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1238;26;Ví una casa construida con ba __ ú.;mp;mb;nv;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1239;26;Las bo__as son explosivos muy peligrosos.;mb;mp;nv;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1240;26;Arturo ayudó en la colecta de los bo__eros.;nb;nv;mb;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1241;26;Daniela le regaló a su profesora una caja de bo__ones.;nv;mb;nb;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1242;26;La altura de mi hermano es hasta mi ho__ro.;mb;nv;nb;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1243;26;La fruta preferida de Alonso es el me__rillo.;np;nv;mb;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1244;26;Es necesario comer legu__res una vez a la semana.;nb;nv;mb;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1245;26;El ti__re de la casa de Gustavo tiene un sonido muy agradable.;nv;mb;nb;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1246;26;Mariela sie__ra papas en su huerto.;mb;nv;nb;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1247;26;Mi tio tiene un so__rero de mariachi;nv;mb;nb;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1248;26;Diego está i__estigando  en internet cómo se recicla el papel.;mb;nv;np;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1249;26;El caracol es un animal i__ertebrado;nv;mb;nb;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1250;26;En mi escuela hicimos una co__ivencia  para celebrar las fiestas patrias.;nb;nv;mp;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1251;26;Claudia e__olvió los regalos de navidad.;nv;mb;nb;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1252;26;Alexis e__ió un correo electrónico a su Tía que vive en Temuco.;mp;mb;nv;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1253;26;En el co__ento hay muchas monjitas.;mb;mp;nv;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1254;26;Fue muy interesante la co__ersación que tuve con mi papá.;nb;nv;mb;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1255;26;Los e__ases de plástico y vidrio se pueden reciclar. ;nv;mb;nb;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1256;26;En i__ierno llueve mucho y hace frio.;mb;nb;nv;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1257;26;El tra__ía es un medio de transporte muy antiguo.;np;nv;mb;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1258;26;En el i__ernadero  se plantaron rosas y claveles.;nb;nv;mb;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1259;26;Martina co__idó galletas a sus compañeros.;nv;mb;np;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1260;26;María i__itó al cine a su mejor amiga Roberta.;mb;nv;nb;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1261;26;Los reponedores  hacen  i__entarios para contar los alimentos.;nv;mb;nb;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1262;26;La profesora co__ocó a una reunión de apoderados.;np;nv;mb;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1263;26;Me gusta aca__ar cerca de los ríos y lagos.;mp;nv;np;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
1264;26;Jugar con el tro__o es muy divertido.;np;mp;nb;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
1265;26;Hay que utilizar a__olletas que ahorren energía.;mp;np;nv;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
1266;26;La iglesia tiene una inmensa campana. ;np;nv;mp;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
1267;26;Antonia fue de vacaciones al ca__o.;mp;np;nb;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
1268;26;La mamá de Cristobal cocinó tallarines con salsa de cha__iñones.;np;mp;mb;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
1269;26;Los chi__ancé son animales muy inteligentes.;mb;mp;np;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
1270;26;Me gusta mucho  lavar mi pelo con cha__ú de manzanilla y arándanos.;mv;np;mp;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
1271;26;Mi abuelito me construyó un colu__io en el patio.;mp;np;nv;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
1272;26;Mis co__añeros son muy solidarios cuando se realizan colectas.;mv;mp;np;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
1273;26;El co__ás es un instrumento que permite dibujar circunferencias.;nv;np;mp;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
1274;26;Alicia co__ró frutos secos en la feria.;mp;nv;np;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
1275;26;Enseñé a mi abuelito a ocupar el co__utador.;mv;np;mp;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
1276;26;Josefina celebrará el cu__leaños de su mejor amiga.;np;nv;mp;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
1277;26;El pasatiempo de Rodrigo es armar rompecabezas.;np;mp;nv;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
1278;27;Angela pintó un dibujo con colores rojo y azul; a___os colores son primarios.;;;;mb;Selecciona la combinación que falta en la oración.;Angela pintó un dibujo con colores rojo y azul; ambos colores son primarios;;;;;;
1279;27;Laura  tiene un lindo pelo rizado de color á___ar.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1280;27;Es muy importante cuidar el medio a___iente.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1281;27;En Escocia los ho___res usan falda.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1282;27;vaya donde vaya mi so___ra siempre está conmigo.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1283;27;El o___ligo está a la mitad de nuestro cuerpo.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1284;27;La tía de josé luce muy linda e___arazada.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1285;27;El amor parece un e___rujo que nos hace sentir espaciales.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1286;27;Andrés aprendió a tocar muy bien su ta___or.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1287;27;Paulina interca___io semillas con su amiga Romina.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1288;27;Carolina usa un e___udo para echar parafina a la estufa.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1289;27;los calcetines de Cristobal tienen ro___os negros y blancos.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1290;27;Los brasileños bailan muy bien sa___a.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1291;27;El gato juega con el esta___re de lana.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1292;27;las jirafas del zoológicos son solo he___ras.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
1293;27;Esa cocina esta i___adida de hormigas. ;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1294;27;La gente en condición de calle deben buscar un lugar donde i___ernar.;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1295;27;Ambos paises hicieron un co___enio por la paz;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1296;27;Ree___íe un email a mi prima de Australia.;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1297;27;Margarita diño una bie___enida a sus nuevos vecinos.;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1298;27;Carlos co___enció a su amigo de participar en la competencia de atletismo.;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1299;27;Quiero que llegue mi cumpleaños para dese___olver los regalos.;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1300;27;Marcos hizo la posición i___ertida en su clase de educación fisica.;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1301;27;La selección de fútbol va i___icta  en la competencia.;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1302;27;Sofía i___itó a sus amigos a ver una película.;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1303;27;Ricardo se i___olucró en un proyecto de reciclaje de su comuna.;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1304;27;Ahorrar dinero es co___eniente para el futuro.;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1305;27;Gonzalo dibujó una figura geométrica co___exa.;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1306;27;Es malo e___idiar a las personas.;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
1307;27;Enrique acompaño a su abuelita a hacer unas co___ras.;;;;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
1308;27;Se dice que los va___iros le temen a la luz.;;;;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
