Nivel;pregunta;alternativa 1;alternativa 2;alternativa 3;respuesta;audio pregunta;imagen
25;Símbolo patrio de un país, se iza en un mástil.;;;;bandera;Lee la descripción y escribe la palabra a la cual corresponde.;
25;Mamífero marino de gran tamaño.;;;;ballena;Lee la descripción y escribe la palabra a la cual corresponde.;
25;Tipo de calzado alto, por lo general se usa en invierno.;;;;bota;Lee la descripción y escribe la palabra a la cual corresponde.;
25;Recipiente de vidrio o plástico en donde se almacena líquido.;;;;botella;Lee la descripción y escribe la palabra a la cual corresponde.;
25;Animales que nacen por huevos, tienen plumas y vuelan.;;;;aves;Lee la descripción y escribe la palabra a la cual corresponde.;
25;Recipiente de vidrio o plástico donde echamos los líquidos para beberlos.;;;;vaso;Lee la descripción y escribe la palabra a la cual corresponde.;
25;Manífero de cuatro patas, de ella se extrae leche y generalmente tienen color negro o blanco.;;;;vaca;Lee la descripción y escribe la palabra a la cual corresponde.;
25;Inyección que generalmente se pone en los brazos.;;;;vacuna;Lee la descripción y escribe la palabra a la cual corresponde.;
25;Agua en forma de gotas que cae desde las nubes.;;;;lluvia;Lee la descripción y escribe la palabra a la cual corresponde.;
25;Ser vivo que tiene esqueleto.;;;;vertebrado;Lee la descripción y escribe la palabra a la cual corresponde.;
25;Artefacto eléctrico que tiene una pantalla en la parte delantera.;;;;televisión;Lee la descripción y escribe la palabra a la cual corresponde.;
25;Acción realizada por las aves para trasladarse por el cielo.;;;;volar.;Lee la descripción y escribe la palabra a la cual corresponde.;
25;Estación del año que viene después del invierno.;;;;primavera;Lee la descripción y escribe la palabra a la cual corresponde.;
25;Sector de una calle por la cual transitan los peatones.;;;;vereda;Lee la descripción y escribe la palabra a la cual corresponde.;
25;Agua solidificada y de color blanco.;;;;nieve;Lee la descripción y escribe la palabra a la cual corresponde.;
25;Periodo en donde no se trabaja ni se estudia.;;;;vacaciones;Lee la descripción y escribe la palabra a la cual corresponde.;
25;Estación más calurosa del año.;;;;verano;Lee la descripción y escribe la palabra a la cual corresponde.;
25;Persona que vive al lado de nuestra casa.;;;;vecino;Lee la descripción y escribe la palabra a la cual corresponde.;
25;Cavidad  que tiene vidrio y que está en una pared.;;;;ventana;Lee la descripción y escribe la palabra a la cual corresponde.;
25;Prenda de vestir que une polera y falda.;;;;vestido;Lee la descripción y escribe la palabra a la cual corresponde.;
25;Médico que atiende animales.;;;;veterinario;Lee la descripción y escribe la palabra a la cual corresponde.;
25;Quinto día de la semana.;;;;viernes;Lee la descripción y escribe la palabra a la cual corresponde.;
25;Objeto que lanza aire para refrescar un ambiente.;;;;ventilador;Lee la descripción y escribe la palabra a la cual corresponde.;
25;Cinco letras del abecedario que no corresponden a consonantes.;;;;vocales;Lee la descripción y escribe la palabra a la cual corresponde.;
26;La parcela de mi abuela esta cercada con ala __ re.;mb;nv;mv;mb;Selecciona la combinación que falta en la oración.;
26;Camila compró una alfo__ra  muy linda.;mb;nv;nb;mb;Selecciona la combinación que falta en la oración.;
26;Llevemos la linterna para alu__rar en la oscuridad.;nv;mb;nb;mb;Selecciona la combinación que falta en la oración.;
26;En el hospital hay muchas a__ulancias.;nb;nv;mb;mb;Selecciona la combinación que falta en la oración.;
26;A Joaquin le causa mucho aso__ro ir al zoológico.;nv;mb;nb;mb;Selecciona la combinación que falta en la oración.;
26;Ví una casa construida con ba __ ú.;mp;mb;nv;mb;Selecciona la combinación que falta en la oración.;
26;Las bo__as son explosivos muy peligrosos.;mb;mp;nv;mb;Selecciona la combinación que falta en la oración.;
26;Arturo ayudó en la colecta de los bo__eros.;nb;nv;mb;mb;Selecciona la combinación que falta en la oración.;
26;Daniela le regaló a su profesora una caja de bo__ones.;nv;mb;nb;mb;Selecciona la combinación que falta en la oración.;
26;La altura de mi hermano es hasta mi ho__ro.;mb;nv;nb;mb;Selecciona la combinación que falta en la oración.;
26;La fruta preferida de Alonso es el me__rillo.;np;nv;mb;mb;Selecciona la combinación que falta en la oración.;
26;Es necesario comer legu__res una vez a la semana.;nb;nv;mb;mb;Selecciona la combinación que falta en la oración.;
26;El ti__re de la casa de Gustavo tiene un sonido muy agradable.;nv;mb;nb;mb;Selecciona la combinación que falta en la oración.;
26;Mariela sie__ra papas en su huerto.;mb;nv;nb;mb;Selecciona la combinación que falta en la oración.;
26;Mi tio tiene un so__rero de mariachi;nv;mb;nb;mb;Selecciona la combinación que falta en la oración.;
26;Diego está i__estigando  en internet cómo se recicla el papel.;mb;nv;np;nv;Selecciona la combinación que falta en la oración.;
26;El caracol es un animal i__ertebrado;nv;mb;nb;nv;Selecciona la combinación que falta en la oración.;
26;En mi escuela hicimos una co__ivencia  para celebrar las fiestas patrias.;nb;nv;mp;nv;Selecciona la combinación que falta en la oración.;
26;Claudia e__olvió los regalos de navidad.;nv;mb;nb;nv;Selecciona la combinación que falta en la oración.;
26;Alexis e__ió un correo electrónico a su Tía que vive en Temuco.;mp;mb;nv;nv;Selecciona la combinación que falta en la oración.;
26;En el co__ento hay muchas monjitas.;mb;mp;nv;nv;Selecciona la combinación que falta en la oración.;
26;Fue muy interesante la co__ersación que tuve con mi papá.;nb;nv;mb;nv;Selecciona la combinación que falta en la oración.;
26;Los e__ases de plástico y vidrio se pueden reciclar. ;nv;mb;nb;nv;Selecciona la combinación que falta en la oración.;
26;En i__ierno llueve mucho y hace frio.;mb;nb;nv;nv;Selecciona la combinación que falta en la oración.;
26;El tra__ía es un medio de transporte muy antiguo.;np;nv;mb;nv;Selecciona la combinación que falta en la oración.;
26;En el i__ernadero  se plantaron rosas y claveles.;nb;nv;mb;nv;Selecciona la combinación que falta en la oración.;
26;Martina co__idó galletas a sus compañeros.;nv;mb;np;nv;Selecciona la combinación que falta en la oración.;
26;María i__itó al cine a su mejor amiga Roberta.;mb;nv;nb;nv;Selecciona la combinación que falta en la oración.;
26;Los reponedores  hacen  i__entarios para contar los alimentos.;nv;mb;nb;nv;Selecciona la combinación que falta en la oración.;
26;La profesora co__ocó a una reunión de apoderados.;np;nv;mb;nv;Selecciona la combinación que falta en la oración.;
26;Me gusta aca__ar cerca de los ríos y lagos.;mp;nv;np;mp;Selecciona la combinación que falta en la oración.;
26;Jugar con el tro__o es muy divertido.;np;mp;nb;mp;Selecciona la combinación que falta en la oración.;
26;Hay que utilizar a__olletas que ahorren energía.;mp;np;nv;mp;Selecciona la combinación que falta en la oración.;
26;La iglesia tiene una inmensa campana. ;np;nv;mp;mp;Selecciona la combinación que falta en la oración.;
26;Antonia fue de vacaciones al ca__o.;mp;np;nb;mp;Selecciona la combinación que falta en la oración.;
26;La mamá de Cristobal cocinó tallarines con salsa de cha__iñones.;np;mp;mb;mp;Selecciona la combinación que falta en la oración.;
26;Los chi__ancé son animales muy inteligentes.;mb;mp;np;mp;Selecciona la combinación que falta en la oración.;
26;Me gusta mucho  lavar mi pelo con cha__ú de manzanilla y arándanos.;mv;np;mp;mp;Selecciona la combinación que falta en la oración.;
26;Mi abuelito me construyó un colu__io en el patio.;mp;np;nv;mp;Selecciona la combinación que falta en la oración.;
26;Mis co__añeros son muy solidarios cuando se realizan colectas.;mv;mp;np;mp;Selecciona la combinación que falta en la oración.;
26;El co__ás es un instrumento que permite dibujar circunferencias.;nv;np;mp;mp;Selecciona la combinación que falta en la oración.;
26;Alicia co__ró frutos secos en la feria.;mp;nv;np;mp;Selecciona la combinación que falta en la oración.;
26;Enseñé a mi abuelito a ocupar el co__utador.;mv;np;mp;mp;Selecciona la combinación que falta en la oración.;
26;Josefina celebrará el cu__leaños de su mejor amiga.;np;nv;mp;mp;Selecciona la combinación que falta en la oración.;
26;El pasatiempo de Rodrigo es armar rompecabezas.;np;mp;nv;mp;Selecciona la combinación que falta en la oración.;
27;Angela pintó un dibujo con colores rojo y azul, a___os colores son primarios.;;;;mb;Selecciona la combinación que falta en la oración.;
27;Laura  tiene un lindo pelo rizado de color á___ar.;;;;mb;Selecciona la combinación que falta en la oración.;
27;Es muy importante cuidar el medio a___iente.;;;;mb;Selecciona la combinación que falta en la oración.;
27;En Escocia los ho___res usan falda.;;;;mb;Selecciona la combinación que falta en la oración.;
27;vaya donde vaya mi so___ra siempre está conmigo.;;;;mb;Selecciona la combinación que falta en la oración.;
27;El o___ligo está a la mitad de nuestro cuerpo.;;;;mb;Selecciona la combinación que falta en la oración.;
27;La tía de josé luce muy linda e___arazada.;;;;mb;Selecciona la combinación que falta en la oración.;
27;El amor parece un e___rujo que nos hace sentir espaciales.;;;;mb;Selecciona la combinación que falta en la oración.;
27;Andrés aprendió a tocar muy bien su ta___or.;;;;mb;Selecciona la combinación que falta en la oración.;
27;Paulina interca___io semillas con su amiga Romina.;;;;mb;Selecciona la combinación que falta en la oración.;
27;Carolina usa un e___udo para echar parafina a la estufa.;;;;mb;Selecciona la combinación que falta en la oración.;
27;los calcetines de Cristobal tienen ro___os negros y blancos.;;;;mb;Selecciona la combinación que falta en la oración.;
27;Los brasileños bailan muy bien sa___a.;;;;mb;Selecciona la combinación que falta en la oración.;
27;El gato juega con el esta___re de lana.;;;;mb;Selecciona la combinación que falta en la oración.;
27;las jirafas del zoológicos son solo he___ras.;;;;mb;Selecciona la combinación que falta en la oración.;
27;Esa cocina esta i___adida de hormigas. ;;;;nv;Selecciona la combinación que falta en la oración.;
27;La gente en condición de calle deben buscar un lugar donde i___ernar.;;;;nv;Selecciona la combinación que falta en la oración.;
27;Ambos paises hicieron un co___enio por la paz;;;;nv;Selecciona la combinación que falta en la oración.;
27;Ree___íe un email a mi prima de Australia.;;;;nv;Selecciona la combinación que falta en la oración.;
27;Margarita diño una bie___enida a sus nuevos vecinos.;;;;nv;Selecciona la combinación que falta en la oración.;
27;Carlos co___enció a su amigo de participar en la competencia de atletismo.;;;;nv;Selecciona la combinación que falta en la oración.;
27;Quiero que llegue mi cumpleaños para dese___olver los regalos.;;;;nv;Selecciona la combinación que falta en la oración.;
27;Marcos hizo la posición i___ertida en su clase de educación fisica.;;;;nv;Selecciona la combinación que falta en la oración.;
27;La selección de fútbol va i___icta  en la competencia.;;;;nv;Selecciona la combinación que falta en la oración.;
27;Sofía i___itó a sus amigos a ver una película.;;;;nv;Selecciona la combinación que falta en la oración.;
27;Ricardo se i___olucró en un proyecto de reciclaje de su comuna.;;;;nv;Selecciona la combinación que falta en la oración.;
27;Ahorrar dinero es co___eniente para el futuro.;;;;nv;Selecciona la combinación que falta en la oración.;
27;Gonzalo dibujó una figura geométrica co___exa.;;;;nv;Selecciona la combinación que falta en la oración.;
27;Es malo e___idiar a las personas.;;;;nv;Selecciona la combinación que falta en la oración.;
27;Enrique acompaño a su abuelita a hacer unas co___ras.;;;;mp;Selecciona la combinación que falta en la oración.;
27;Se dice que los va___iros le temen a la luz.;;;;mp;Selecciona la combinación que falta en la oración.;
27;Luis aprendió a tocar za___oña a la perfección.;;;;mp;Selecciona la combinación que falta en la oración.;
27;El polo sur tiene muchos té___anos de hielo.;;;;mp;Selecciona la combinación que falta en la oración.;
27;Mañana estará muy agradable el tie___o en Osorno.;;;;mp;Selecciona la combinación que falta en la oración.;
27;El papá de Elizabeth se levantá todo los días muy te___rano.;;;;mp;Selecciona la combinación que falta en la oración.;
27;En Egipto hay muchos te___los sagrados.;;;;mp;Selecciona la combinación que falta en la oración.;
27;Ellos no necesitan comer comida chatarra y yo ta___oco.;;;;mp;Selecciona la combinación que falta en la oración.;
27;Sin querer Esteban ro___ió el jarrón de su tía.;;;;mp;Selecciona la combinación que falta en la oración.;
27;El próximo año participaré en las oli___iadas de matemáticas.;;;;mp;Selecciona la combinación que falta en la oración.;
27;Juan li___ió y ordenó su pieza;;;;mp;Selecciona la combinación que falta en la oración.;
27;Los dioses griegos vivían en el Oli___o.;;;;mp;Selecciona la combinación que falta en la oración.;
27;Alejandro debe i___rimir su informe y entregarlo a su profesor.;;;;mp;Selecciona la combinación que falta en la oración.;
27;Cuando envíes una carta debes ponerle una esta___illa.;;;;mp;Selecciona la combinación que falta en la oración.;
27;El tío de Nicolas tiene una microe___resa de artesanias.;;;;mp;Selecciona la combinación que falta en la oración.;
28;¿Cómo se escribe correctamente la palabra?;huevo;uevo;uhevo;huevo;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;ahora;haora;ahora;ahora;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;zanahoria;zanaoria;zanaoriha;zanahoria;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;harto;arto;arhto;harto;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;hombro;ombro;omhbro;hombro;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;habla;abla;abhla;habla;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;hada;ada;adha;hada;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;halcón;alcón;alhcón;halcón;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;huérfano;uérfano;uhérfano;huérfano;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;huerta;uerta;uherta;huerta;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;helado;elado;elhado;helado;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;herbívoro;erbívoro;erhbívoro;herbívoro;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;ahijado;aijado;haihado;ahijado;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;bahía;baía;baíha;bahía;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;horno;orno;orhno;horno;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;hacha;acha;achah;hacha;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;hipopótamo;ipopótamo;ipohpótamo;hipopótamo;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;hielo;ielo;ihelo;hielo;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;hormiga;ormiga;orhmiga;hormiga;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;hojas;ojas;ohjas;hojas;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;hermano;ermano;erhmano;hermano;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;hierro;ierro;iherro;hierro;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;hambre;ambre;emhbre;hambre;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;humo;umo;uhmo;humo;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;harina;arina;ahrina;harina;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;huida;uida;uhida;huida;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;huelga;uelga;uhelga;huelga;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;hiena;iena;ihena;hiena;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;hexágono;exágono;ehxágono;hexágono;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;adhesivo;adesivo;hadesivo;adhesivo;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;búho ;búo;búoh;búho ;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;inhalar ;inalar;inahlar;inhalar ;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;ahorro;haorro;aohrro;ahorro;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;almohada;almoada;halmoada;almohada;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;hueso;ueso;uheso;hueso;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;alcohol;alcool;alhcool;alcohol;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;cohete;coete;coethe;cohete;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;hierba;ierba;iherba;hierba;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;hierve;ierve;iherve;hierve;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;hueco;ueco;uheco;hueco;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;herida;erida;ehrida;herida;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;higo;igo;ihgo;higo;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;hilo;ilo;ihlo;hilo;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;húmedo;úmedo;úhmedo;húmedo;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;historia;istoria;ihstoria;historia;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;haba;aba;ahba;haba;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;hamster;amster;ahmters;hamster;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;hombre;ombre;ohmbre;hombre;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;prohibido;proibido;proibhido;prohibido;¿Cómo se escribe correctamente la palabra?;
28;¿Cómo se escribe correctamente la palabra?;hermana ;ermana;ehrmana;hermana ;¿Cómo se escribe correctamente la palabra?;
29;Javier decide ir por ______.;ay;hay;ahí;ahí;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;A pesar de que Daniel insiste en que en ese camino no ____ nada.;ay;hay;ahí;hay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;Sorpresivamente, justo por____  ,por donde se fue Javier, escuchan un ruido.;ay;hay;ahí;ahí;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;¡___! Me pegué en la cabeza, chilla Raquel.;ay;hay;ahí;ay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;¡___! No seas exagerada, añade Daniel.;ay;hay;ahí;ay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;¡Silencio! Agrega Javier, parece que ____ viene alguien.;ay;hay;ahí;ahí;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;Sin embargo, en ese lugar no ___ nadie.;ay;hay;ahí;hay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;Mi cabeza Javier, mírame____ donde tengo la chaquilla.;ay;hay;ahí;ahí;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;Javier examina, pero no ____ nada raro en la cabeza de Raquel.;ay;hay;ahí;hay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;¡___Raquel! No tienes nada, mejor será que nos devolvamos.;ay;hay;ahí;ay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;Toda la razón, _____ que buscar el camino de regreso, dice Daniel.;ay;hay;ahí;hay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;¿Por qué se me ocurre venir con ustedes? ¡_____ Diosito!, sálvanos de esta, reclama Raquel.;ay;hay;ahí;ay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;Mientras tanto Javier piensa que ___ que encontrar el camino.;ay;hay;ahí;hay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;Si llegamos hasta acá, tiene que haber una salida por ____, apunta con el dedo Javier.;ay;hay;ahí;ahí;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;¡Ya sé! ______ que dividirse, continúa Javier.;ay;hay;ahí;hay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;¡Buenísima idea!¡___! ¿Y si nos perdemos?;ay;hay;ahí;ay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;No, no ______posibilidad de perderse, explica Javier.;ay;hay;ahí;hay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;____ donde está esa roca amarraramos este hilo que tengo en el bolsillo, y cada uno se amarrará un extremo, propone Javier;ay;hay;ahí;ahí;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;Entonces cuando queramos volver, solo____que enrollar el hilo y llegaremos todos a la misma roca, continúo Javier.;ay;hay;ahí;hay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;Juntos llevan a cabo lo ideado y empiezan a moverse por_____.;ay;hay;ahí;ahí;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;Raquel es la primera en dar con una salida. ¡____ por dios!¡Estamos salvados! Grita.;ay;hay;ahí;ay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;_____ que volver anuncia Javier.Y los hermanos enrollan el hilo.;ay;hay;ahí;hay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;Y se vuelven a encontrar _____, donde amarraron el hilo.;ay;hay;ahí;ahí;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;¡___ , que felicidad! Pensé que nos quedaríamos a vivir acá, dice Raquel.;ay;hay;ahí;ay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;Javier agrega, ¡____! ¡Eres una exagerada!;ay;hay;ahí;ay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;Los hermanos caminan hacia  la salida, saben que no _____ tiempo que perder.;ay;hay;ahí;hay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;Pronto encuentran la salida, justamente ____ donde Raquel dijo que estaba.;ay;hay;ahí;ahí;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;¡Muy bien hermanos!! No ____ nada mejor que el trabajo en equipo señala Daniel.;ay;hay;ahí;hay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;Es verdad ¡____, me encanta ser su hermana!, grita Raquel.;ay;hay;ahí;ay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;La próxima vez _____ que llevar linterna.;ay;hay;ahí;hay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;Cuando llegan a casa, sus padres  exclaman, !____, por suerte que están a salvo!;ay;hay;ahí;ay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;No ___ que preocuparse, estamos todos bien, señala Javier .;ay;hay;ahí;hay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;¡___ que susto! Exclama la madre de Raquel y pregunta, ¿dónde?;ay;hay;ahí;ay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;Por ____ donde está la cueva del pirata, especifica Javier.;ay;hay;ahí;ahí;¿Cuál es la palabra que debe ir en el espacio en blanco?;
29;¿Qué ___de comer?Pregunta Daniel, y todos  se van todos juntos a comer.;ay;hay;ahí;hay;¿Cuál es la palabra que debe ir en el espacio en blanco?;
30;olla;aguda;grave;esdrújula;aguda;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;pera;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;kiwi;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;reloj;aguda;grave;esdrújula;aguda;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;mariposa;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;pintura;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;árbol;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;mágico;aguda;grave;esdrújula;esdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;ala;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;estufa;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;cama;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;océano;aguda;grave;esdrújula;esdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;apio;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;ave;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;pídeselo;grave;esdrújula;sobresdrújula;sobresdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;queso;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;cometa;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;cocinar;aguda;grave;esdrújula;aguda;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;águila;aguda;grave;esdrújula;esdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;pájaro;aguda;grave;esdrújula;esdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;hipopótamo;aguda;grave;esdrújula;esdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;matemática;aguda;grave;esdrújula;esdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;cuéntaselo;grave;esdrújula;sobresdrújula;sobresdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;llévatelo;grave;esdrújula;sobresdrújula;sobresdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;corazón;aguda;grave;esdrújula;aguda;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;históricamente;grave;esdrújula;sobresdrújula;sobresdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;ágilmente;grave;esdrújula;sobresdrújula;sobresdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;África;aguda;grave;esdrújula;esdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;sartén;aguda;grave;esdrújula;aguda;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;oruga;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;esdrújula;aguda;grave;esdrújula;esdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;ventana;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;taza;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;película;aguda;grave;esdrújula;esdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;simpática;aguda;grave;esdrújula;esdrújula;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
30;bromista;aguda;grave;esdrújula;grave;Lee la palabra, identifica la sílaba tónica y luego haz clic en la clasificación correspondiente.;
