Nivel;pregunta;alternativa 1;alternativa 2;alternativa 3;respuesta;audio pregunta;imagen;feedback
19;Vamos a jugar al parque;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;
19;Cuántos años tienes;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;
19;Cuál es tu comida favorita;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;
19;Por qué en verano usamos polera;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;
19;Ese perro muerde;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;
19;Hay tarea para mañana;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;
19;Cuánto cuesta el kilo de manzanas;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;
19;Vas a salir hoy en la tarde;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;
19;Se enojará mi mamá si me acuesto tarde;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;
19;Sabes usar un computador;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;
19;Te regalaron el juguete que querías;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;
19;Qué música te gusta bailar;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;
19;Tomarás leche o yogurt;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;
19;Jugaremos en el recreo de hoy;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;
19;Mamá, puedo ir a la plaza;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;
19;No puedes correr en los pasillos;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;
19;Me pasarías la sal;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;
19;Bingo;;;;¡!;Elige el signo más adecuado para la expresión.;;
20;Escribe la palabra;;;;cemento;cemento;;
20;Escribe la palabra;;;;ciruela;ciruela;;
20;Escribe la palabra;;;;cebra;cebra;;
20;Escribe la palabra;;;;sillón;sillón;;
20;Escribe la palabra;;;;circo;circo;;
20;Escribe la palabra;;;;silencio;silencio;;
20;Escribe la palabra;;;;sirena;sirena;;
20;Escribe la palabra;;;;secretos;secretos;;
20;Escribe la palabra;;;;peces;peces;;
20;Escribe la palabra;;;;ceja;ceja;;
20;Escribe la palabra;;;;cereales;cereales;;
20;Escribe la palabra;;;;cinturón;cinturón;;
20;Escribe la palabra;;;;semana;semana;;
20;Escribe la palabra;;;;celular;celular;;
20;Escribe la palabra;;;;serpiente;serpiente;;
20;Escribe la palabra;;;;quiosco;quiosco;;
20;Escribe la palabra;;;;equipo;equipo;;
20;Escribe la palabra;;;;vaquero;vaquero;;
20;Escribe la palabra;;;;raqueta;raqueta;;
20;Escribe la palabra;;;;estanque;estanque;;
20;Escribe la palabra;;;;parque;parque;;
20;Escribe la palabra;;;;mantequilla;mantequilla;;
20;Escribe la palabra;;;;mosquito;mosquito;;
20;Escribe la palabra;;;;cosquillas;cosquillas;;
20;Escribe la palabra;;;;esqueleto;esqueleto;;
20;Escribe la palabra;;;;queso;queso;;
20;Escribe la palabra;;;;esquimal;esquimal;;
20;Escribe la palabra;;;;maniquí;maniquí;;
20;Escribe la palabra;;;;quemadura;quemadura;;
20;Escribe la palabra;;;;peluquero;peluquero;;
20;Escribe la palabra;;;;guinda;guinda;;
20;Escribe la palabra;;;;gelatina;gelatina;;
20;Escribe la palabra;;;;pingüino;pingüino;;
20;Escribe la palabra;;;;girasol;girasol;;
20;Escribe la palabra;;;;gigante;gigante;;
20;Escribe la palabra;;;;merengue;merengue;;
20;Escribe la palabra;;;;desagüe;desagüe;;
20;Escribe la palabra;;;;antigüedad;antigüedad;;
20;Escribe la palabra;;;;gitana;gitana;;
20;Escribe la palabra;;;;gemelas;gemelas;;
20;Escribe la palabra;;;;madriguera;madriguera;;
20;Escribe la palabra;;;;guepardo;guepardo;;
20;Escribe la palabra;;;;guitarra;guitarra;;
20;Escribe la palabra;;;;guiso;guiso;;
20;Escribe la palabra;;;;gente;gente;;
20;Escribe la palabra;;;;reloj;reloj;;
20;Escribe la palabra;;;;Enrique;Enrique;;
20;Escribe la palabra;;;;río;río;;
20;Escribe la palabra;;;;repollo;repollo;;
20;Escribe la palabra;;;;rama;rama;;
20;Escribe la palabra;;;;reunión;reunión;;
20;Escribe la palabra;;;;rápido;rápido;;
20;Escribe la palabra;;;;regla;regla;;
20;Escribe la palabra;;;;ratones;ratones;;
20;Escribe la palabra;;;;perro;perro;;
20;Escribe la palabra;;;;vereda;vereda;;
20;Escribe la palabra;;;;aro;aro;;
20;Escribe la palabra;;;;pera;pera;;
20;Escribe la palabra;;;;oreja;oreja;;
20;Escribe la palabra;;;;pirata;pirata;;
21;pez;;;;peces;Escribe la palabra en plural.;;
21;cruz;;;;cruces;Escribe la palabra en plural.;;
21;avestruz;;;;avestruces;Escribe la palabra en plural.;;
21;cicatriz;;;;cicatrices;Escribe la palabra en plural.;;
21;codorniz;;;;codornices;Escribe la palabra en plural.;;
21;disfraz;;;;disfraces;Escribe la palabra en plural.;;
21;feliz;;;;felices;Escribe la palabra en plural.;;
21;feroz;;;;feroces;Escribe la palabra en plural.;;
21;capaz;;;;capaces;Escribe la palabra en plural.;;
21;juez;;;;jueces;Escribe la palabra en plural.;;
21;lombriz;;;;lombrices;Escribe la palabra en plural.;;
21;luz;;;;luces;Escribe la palabra en plural.;;
21;lápiz;;;;lápices;Escribe la palabra en plural.;;
21;maíz;;;;maíces;Escribe la palabra en plural.;;
21;nuez;;;;nueces;Escribe la palabra en plural.;;
21;raíz;;;;raíces;Escribe la palabra en plural.;;
21;tapiz;;;;tapices;Escribe la palabra en plural.;;
21;veloz;;;;veloces;Escribe la palabra en plural.;;
21;voz;;;;voces;Escribe la palabra en plural.;;
21;vez;;;;veces;Escribe la palabra en plural.;;
21;arroz;;;;arroces;Escribe la palabra en plural.;;
21;actriz;;;;actrices;Escribe la palabra en plural.;;
21;antifaz;;;;antifaces;Escribe la palabra en plural.;;
21;audaz;;;;audaces;Escribe la palabra en plural.;;
21;matiz;;;;matices;Escribe la palabra en plural.;;
21;computador;;;;computadores;Escribe la palabra en plural.;;
21;pizarra;;;;pizarras;Escribe la palabra en plural.;;
21;flor;;;;flores;Escribe la palabra en plural.;;
21;revista;;;;revistas;Escribe la palabra en plural.;;
21;libro;;;;libros;Escribe la palabra en plural.;;
21;refrigerador;;;;refrigeradores;Escribe la palabra en plural.;;
21;rápido;;;;rápidos;Escribe la palabra en plural.;;
21;bus;;;;buses;Escribe la palabra en plural.;;
21;trigo;;;;trigos;Escribe la palabra en plural.;;
21;árbol;;;;árboles;Escribe la palabra en plural.;;
21;mural;;;;murales;Escribe la palabra en plural.;;
21;profesor;;;;profesores;Escribe la palabra en plural.;;
21;televisor;;;;televisores;Escribe la palabra en plural.;;
21;escoba;;;;escobas;Escribe la palabra en plural.;;
21;tiburón;;;;tiburones;Escribe la palabra en plural.;;
22;De seguro para un ______ nos vemos como hormiguitas.;gigante;jigante;;gigante;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;Conversando con la ______ conocimos sus costumbres.;gitana;jitana;;gitana;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;La ______ debe haber entrenado mucho para lograr esos ejercicios.;gimnasta;jimnasta;;gimnasta;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;Una de las cosas que más me gusta hacer en el parque es ______.;gimnasia;jimnasia;;gimnasia;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;La gimnasta pasa mucho tiempo entrenando en el ______.;gimnacio;jimnacio;;gimnacio;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;Mientras más viento hay esos molinos menos dejan de ______.;girar;jirar;;girar;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;La plantación de ______ embellece el campo de mis abuelos.;girasol;jirasol;;girasol;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;Ese joven utiliza ______ para cabello.;gel;jel;;gel;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;Tengo muchas ganas de comer ______ de frutilla.;gelatina;jelatina;;gelatina;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;Jugar en la plaza con mi perro es lo más ______.;genial;jenial;;genial;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;Me encantan las películas en las que aparece un ______.;genio;jenio;;genio;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;El curso estaba llenísimo de ______.;gente;jente;;gente;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;En ______ este curso tiene muy buena asistencia.;general;jeneral;;general;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;Esa niña tuvo un muy buen ______ al ayudar a la abuelita.;gesto;jesto;;gesto;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;Lo que más me gusta de matemáticas es aprender la ______.;geometría;jeometría;;geometría;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;Me encantaría tener un hermano ______ y compartir todo con él.;gemelo;jemelo;;gemelo;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;En la verdulería hay gente muy ______ atendiendo.;gentil;jentil;;gentil;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;Hoy soñamos con un ______ lleno a de aventuras.;viaje;viage;;viaje;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;Siempre que corremos  llego  ______ a casa.;agitada;ajitada;;agitada;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;Los monos son mucho más ______ que los gatos para subir un árbol.;ágil;ájil;;ágil;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;El ______ de mi papá es un señor muy amable y solidario.;jefe;gefe;;jefe;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;Ese caballo ganó la carrera únicamente por la habilidad de su ______.;jinete;ginete;;jinete;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;En el zoológico el animal que más me gusta mirar es la ______.;jirafa;girafa;;jirafa;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;No quisiera probar de esa comida porque tiene  ______.;ají;agí;;ají;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;Mi chaleco favorito está tan viejo que tiene un par de ______.;agujeros;agugeros;;agujeros;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;El ______ da un sabor único a las comidas.;perejil;peregil;;perejil;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;Están muy entretenidos los ______ de esta serie animada.;personajes;personages;;personajes;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;Mi abuelita guarda en una ______ todos sus recuerdos de joven.;cajita;cagita;;cajita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;¡Tu abuela no para de ______ bufandas para todos!;tejer;tejer;;tejer;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;Ver películas de ______ me pone muy nerviosa.;espionaje;espionage;;espionaje;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;El ______ es una herramienta de trabajo para los actores.;maquillaje;maquillage;;maquillaje;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;El viaje en este tren ofrece un ______ maravilloso.;paisaje;paisage;;paisaje;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;Esta naranja es tan pequeña que debería decir que es una ______.;naranjita;narangita;;naranjita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;Pude ayudar a mamá con su  ______.;tejido;tegido;;tejido;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
22;El jardinero instaló una ______.;rejita;regita;;rejita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;En el jardín hay una bella _________ .;floresita;lorecita;florezita;florecita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Joaquín todos los días le dice a su ____________ que la quiere mucho.;madrecita;madresita;madrezita;madrecita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;A los 12 años Andrea es una pequeña __________ .;mujersita;mujercita;mujerzita;mujercita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;El abuelo toma entre sus brazos a su ___________ .;nietesita;nietecita;nietezita;nietecita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;El cielo estaba estrellado en aquella hermosa ____________ .;nochecita;nochesita;nochezita;nochecita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;____________ palomita que se ha roto un alita.;Pobrecita;Pobresita;Pobrezita;Pobrecita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Durante la ___________ Paola pasea con su mascotita.;tardecita;tardesita;tardezita;tardecita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Antonia pintó una _________ para utilizarla como adorno.;piedrecita;piedresita;piedrezita;piedrecita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;La mamá de Sofía bebe café en una ___________ .;tacita;tasita;tazita;tacita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Esa hermosa lámpara genera una sutil_____________ .;lucesita;lusesita;luzecita;lucecita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Del collar de mi madre cuelga una ____________ de plata.;crucesita;crucecita;crucezita;crucecita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;En el patio de mi tío hay una estatua de una _______________ .;duendesita;duendecita;duendezita;duendecita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;La naríz de mi perro parece una ______________.;nuesesita;nuececita;nuecezita;nuececita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;La mamá de Juan siempre le canta una ______________ de cuna antes de dormir.;cancioncita;cancionsita;cancionzita;cancioncita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;En la _______________ de mi mamá crece mi hermanito.;panzita;pansita;pancita;pancita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Sofía no se puede quedar _______________ cuando escucha su música favorita.;quietecita;quietesita;quietezita;quietecita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;La __________________ de ese conejito en rosadita.;naricita;nariscita;narizcita;naricita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Aquella pequeña ________________ posee gran talento.;actrisita;actrizita;actricita;actricita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Hay países que en verano cae un pequeña _______________.;lluviecita;lluviesita;lluviezita;lluviecita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Carlos ha observado que su mascota está un poco ______________ para su casita.;grandesita;grandecita;grandezita;grandecita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;A los 16 años Antonia se siente una _________________.;jovensita;jovencita;jovenzita;jovencita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Antonia  siempre le reza a la ______________.;virgenscita;virgensita;virgencita;virgencita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Cuando Antonio necesita inspiración lee_______________ de grandes escritores.;fracesita;frasecita;fracezita;frasecita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;En la casa de  _________________ reciclan toto lo que pueden.;Carmencita;Carmensita;Carmenscita;Carmencita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Sergio suele ver una ________________ de muchos colores.;avecita;avesita;avescita;avecita;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;A Sofía le gusta comer de postre un ___________ de chocolate.;pedazito;pedacito;pedasito;pedacito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;El gato de Carlitos es muy _____________;suavecito;suavesito;suavezito;suavecito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Antonia tiene un ____________ blanco de mascota.;ratoncito;ratonzito;ratonsito;ratoncito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;José alimenta a su  __________ cuando llega del colegio.;pececito;pezesito;pecesito;pececito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;El papá de Juan le regaló un __________  de juguete para su cumpleaños.;trencito;trenzito;trencito;trencito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;La mamá de Sofía siempre bebe un ___________ después de almuerzo.;cafecito;cafesito;cafezito;cafecito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Antonia todas las noches le narra un _______________ a su hermanito.;cuentezito;cuentesito;cuentecito;cuentecito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Antonia tiene un _____________  de color rosado.;lapicito;lapisito;lapizito;lapicito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Aquel _____________ posee el corazón más grande.;hombresito;hombrecito;hombrezito;hombrecito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Para la fiesta Andrés se disfrazó de _________________;doctorcito;doctorsito;doctorzito;doctorcito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Sofía tiene un tierno __________.;corasonzito;corazonsito;corazoncito;corazoncito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Cuando la televisión no funciona te doy un pequeño ______________;golpecito;golpezito;golpesito;golpecito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Carlos siempre se siente mejor despues de dar un ______________;abracito;abrasito;abrazito;abracito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;José siempre toma afectuosamente a su hermano  del _________________;bracito;brazito;brasito;bracito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;En el jardín de mi vecino hay una pequeña estatua de un __________;duendecito;duendesito;duendezito;duendecito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;En sus dibujos Andrés siempre pinta un _____________ en el cielo.;solcito;solsito;solzito;solcito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;El pequeño _____________ de Tomás parece un empanidita.;piececito;piecesito;piecezito;piececito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Aquel _______________ me canta todas las mañanas.;gorrioncito;gorrionsito;gorrionzito;gorrioncito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;A Samuel le entanca el _____________ con tomatito.;arrocito;arrozito;arrosito;arrocito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Aquellos bailarines realizan su coreografía utilizando un ________________.;bastoncito;bastonsito;bastonzito;bastoncito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;En el acuario del zoológico hay un pequeño  _________________.;tiburonsito;tiburonzito;tiburoncito;tiburoncito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Sofía le regaló un _________________ a su hermanita.;camisonsito;camisonzito;camisoncito;camisoncito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Sofía le cuenta un secreto _______________ a su amiga al oído.;despacito;despasito;despazito;despacito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
23;Aquel abuelito toma tiernamente entre sus brazos a su _________________.;nietecito;nietezito;nietesito;nietecito;¿Cómo se escribe correctamente la palabra que falta en la oración?;;
24;Escribe la frase dictada.;;;;Camila tomó el lápiz negro de una caja de lápices.;Camila tomó el lápiz negro de una caja de lápices.;;
24;Escribe la frase dictada.;;;;Los leones son feroces.;Los leones son feroces.;;
24;Escribe la frase dictada.;;;;La actriz se probó varios disfraces.;La actriz se probó varios disfraces.;;
24;Escribe la frase dictada.;;;;En una fiesta había luces de colores.;En una fiesta había luces de colores.;;
24;Escribe la frase dictada.;;;;En la iglesia entregaron cruces a los asistentes.;En la iglesia entregaron cruces a los asistentes.;;
24;Escribe la frase dictada.;;;;Encontramos un nido de codornices.;Encontramos un nido de codornices.;;
24;Escribe la frase dictada.;;;;Con mi tío pescamos varios peces en el lago.;Con mi tío pescamos varios peces en el lago.;;
24;Escribe la frase dictada.;;;;Las raíces de los árboles;Las raíces de los árboles;;
24;Escribe la frase dictada.;;;;Los niños se ven felices jugando en el parque.;Los niños se ven felices jugando en el parque.;;
24;Escribe la frase dictada.;;;;Jaime salto siete veces.;Jaime salto siete veces.;;
24;Escribe la frase dictada.;;;;Levanté una gran piedra y encontré muchas lombrices.;Levanté una gran piedra y encontré muchas lombrices.;;
24;Escribe la frase dictada.;;;;Los avestruces esconden su cabeza en la tierra.;Los avestruces esconden su cabeza en la tierra.;;
24;Escribe la frase dictada.;;;;En la clase de arte hicimos antifaces.;En la clase de arte hicimos antifaces.;;
24;Escribe la frase dictada.;;;;Los niños son capaces de saltar en un pie.;Los niños son capaces de saltar en un pie.;;
24;Escribe la frase dictada.;;;;Javier comió un helado con nueces.;Javier comió un helado con nueces.;;
24;Escribe la frase dictada.;;;;La gimnasta es esforzada.;La gimnasta es esforzada.;;
24;Escribe la frase dictada.;;;;En la película aparece un genio.;En la película aparece un genio.;;
24;Escribe la frase dictada.;;;;Con perejil las comidas quedan sabrosas.;Con perejil las comidas quedan sabrosas.;;
24;Escribe la frase dictada.;;;;Mi mamá me enseño a tejer.;Mi mamá me enseño a tejer.;;
24;Escribe la frase dictada.;;;;Es genial jugar con mi perro.;Es genial jugar con mi perro.;;
24;Escribe la frase dictada.;;;;Al correr me agito mucho.;Al correr me agito mucho.;;
24;Escribe la frase dictada.;;;;Me gusta la jirafa cuando voy al zoológico.;Me gusta la jirafa cuando voy al zoológico.;;
24;Escribe la frase dictada.;;;;El jinete monta su caballo.;El jinete monta su caballo.;;
24;Escribe la frase dictada.;;;;El gigante nos ve como hormiguitas.;El gigante nos ve como hormiguitas.;;
24;Escribe la frase dictada.;;;;La gelatina de naranja es la mejor.;La gelatina de naranja es la mejor.;;
24;Escribe la frase dictada.;;;;El vendedor es gentil.;El vendedor es gentil.;;
24;Escribe la frase dictada.;;;;Los monos son ágiles para escalar árboles.;Los monos son ágiles para escalar árboles.;;
24;Escribe la frase dictada.;;;;Mi chaleco viejo tiene agujeros.;Mi chaleco viejo tiene agujeros.;;
24;Escribe la frase dictada.;;;;MI abuela guarda en una cajita sus joyas.;Mi abuela guarda en una cajita sus joyas.;;
24;Escribe la frase dictada.;;;;A mi abuela le gusta tejer.;A mi abuela le gusta tejer.;;
24;Escribe la frase dictada.;;;;A Josefa le gusta tomar tecito con su abuela.;A Josefa le gusta tomar tecito con su abuela.;;
24;Escribe la frase dictada.;;;;Tengo varios lapicitos de colores.;Tengo varios lapicitos de colores.;;
24;Escribe la frase dictada.;;;;¿Quieres una tacita de té?;¿Quieres una tacita de té?;;
24;Escribe la frase dictada.;;;;Mamá y papá se toman un cafecito en la tarde.;Mamá y papá se toman un cafecito en la tarde.;;
24;Escribe la frase dictada.;;;;En el lago encontré piedrecitas de muchos colores.;En el lago encontré piedrecitas de muchos colores.;;
24;Escribe la frase dictada.;;;;Martin tiene un avioncito de juguete.;Martin tiene un avioncito de juguete.;;
24;Escribe la frase dictada.;;;;Con mi abuela caminamos despacito.;Con mi abuela caminamos despacito.;;
24;Escribe la frase dictada.;;;;Un viejecito nos saludó en la plaza.;Un viejecito nos saludó en la plaza.;;
24;Escribe la frase dictada.;;;;El conejo de Marta es suavecito.;El conejo de Marta es suavecito.;;
24;Escribe la frase dictada.;;;;Me tomé un vasito de agua.;Me tomé un vasito de agua.;;
24;Escribe la frase dictada.;;;;Un pequeño leoncito vimos en el zoológico.;Un pequeño leoncito vimos en el zoológico.;;
24;Escribe la frase dictada.;;;;Vi una lombricita en el jardín.;Vi una lombricita en el jardín.;;
24;Escribe la frase dictada.;;;;Los piecitos del bebe son gorditos.;Los piecitos del bebe son gorditos.;;
24;Escribe la frase dictada.;;;;La mamá de Andrea le da un pedacito de manzana.;La mamá de Andrea le da un pedacito de manzana.;;
24;Escribe la frase dictada.;;;;Tengo un llavero con forma de corazoncito.;Tengo un llavero con forma de corazoncito.;;
25;Parte de nuestro cuerpo a través de la cual ingresan los alimentos.;;;;boca;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Prenda de vestir que usamos para abrigar nuestro cuello.;;;;bufanda;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Lugar de nuestro colegio donde encontramos muchos libros.;;;;biblioteca;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Palabra con la que generalmente comienza un cuento. Le siguen las palabras: una vez.;;;;había;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Parte de nuestro cuerpo que en uno de sus extremos tiene manos.;;;;brazo;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Los autos la tienen y al presionarlas emiten un sonido.;;;;bocina;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Persona que ayuda a la comunidad apagando incendios.;;;;bombero;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Lugar de mucha vegetación y árboles.;;;;bosque;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Animal grande y de cuatro patas que sirve como medio de transporte.;;;;caballo;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Embarcación más pequeña que un barco.;;;;bote;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Antónimo de cerrar.;;;;abrir;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Sinónimo de lindo.;;;;bonito;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Están en estado gaseoso en el cielo. Son blancas y a veces grises.;;;;nube;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Se inflan y están en las fiestas de cumpleaños.;;;;globo;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Es la mamá de mi mamá.;;;;abuela;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Vuela sobre una escoba y  generalmente la dibujan con nariz grande.;;;;bruja;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Símbolo patrio de un país. Se iza en un mástil.;;;;bandera;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Mamífero marino de gran tamaño.;;;;ballena;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Tipo de calzado alto que se usa en invierno.;;;;bota;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Recipiente de vidrio o plástico en donde se almacena líquido.;;;;botella;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Animales que nacen por huevos. Tienen plumas y vuelan.;;;;aves;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Recipiente de vidrio o plástico donde echamos los líquidos para beberlos.;;;;vaso;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;De ella se extrae leche y generalmente tienen color negro o blanco.;;;;vaca;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Inyección que generalmente se pone en los brazos.;;;;vacuna;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Agua en forma de gotas que cae desde las nubes.;;;;lluvia;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Ser vivo que tiene esqueleto.;;;;vertebrado;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Artefacto eléctrico que tiene una pantalla en la parte delantera.;;;;televisión;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Acción realizada por las aves para trasladarse por el cielo.;;;;volar.;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Estación del año que viene después del invierno.;;;;primavera;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Sector de una calle por la cual transitan los peatones.;;;;vereda;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Agua solidificada y de color blanco.;;;;nieve;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Periodo en donde no se trabaja ni se estudia.;;;;vacaciones;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Estación más calurosa del año.;;;;verano;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Persona que vive al lado de nuestra casa.;;;;vecino;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Cavidad  que tiene vidrio y que está en una pared.;;;;ventana;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Prenda de vestir que une polera y falda.;;;;vestido;Lee la descripción y escribe la palabra a la cual corresponde.;;
25;Médico que atiende animales.;;;;veterinario;Lee la descripción y escribe la palabra a la cual corresponde.;;
